name,area,deq,group
koewat_2_0180_RGB Trans.tiff,4271.09,73.74,ko
koewat_2_0180_RGB Trans.tiff,1328.12,41.12,ko
koewat_2_0180_RGB Trans.tiff,716.8,30.21,ko
koewat_2_0180_RGB Trans.tiff,1172.27,38.63,ko
koewat_2_0180_RGB Trans.tiff,3907.81,70.54,ko
koewat_2_0180_RGB Trans.tiff,1405.47,42.3,ko
koewat_2_0180_RGB Trans.tiff,708.98,30.05,ko
koewat_2_0180_RGB Trans.tiff,4214.45,73.25,ko
koewat_2_0180_RGB Trans.tiff,552.73,26.53,ko
koewat_2_0180_RGB Trans.tiff,4280.08,73.82,ko
koewat_2_0180_RGB Trans.tiff,7148.83,95.41,ko
koewat_2_0180_RGB Trans.tiff,6323.44,89.73,ko
koewat_2_0180_RGB Trans.tiff,821.48,32.34,ko
koewat_2_0180_RGB Trans.tiff,852.73,32.95,ko
koewat_2_0180_RGB Trans.tiff,1782.42,47.64,ko
koewat_2_0180_RGB Trans.tiff,1085.16,37.17,ko
koewat_2_0180_RGB Trans.tiff,2487.89,56.28,ko
koewat_2_0180_RGB Trans.tiff,687.11,29.58,ko
koewat_2_0180_RGB Trans.tiff,2427.73,55.6,ko
koewat_2_0180_RGB Trans.tiff,2745.7,59.13,ko
koewat_2_0180_RGB Trans.tiff,3705.86,68.69,ko
koewat_2_0180_RGB Trans.tiff,501.56,25.27,ko
koewat_2_0180_RGB Trans.tiff,5125.78,80.79,ko
koewat_2_0180_RGB Trans.tiff,2360.94,54.83,ko
koewat_2_0180_RGB Trans.tiff,1319.92,40.99,ko
koewat_2_0180_RGB Trans.tiff,2531.25,56.77,ko
koewat_2_0180_RGB Trans.tiff,2122.66,51.99,ko
koewat_2_0180_RGB Trans.tiff,564.45,26.81,ko
koewat_2_0180_RGB Trans.tiff,1319.53,40.99,ko
koewat_2_0180_RGB Trans.tiff,650.39,28.78,ko
koewat_2_0180_RGB Trans.tiff,1147.66,38.23,ko
koewat_2_0180_RGB Trans.tiff,7647.27,98.68,ko
koewat_2_0180_RGB Trans.tiff,6174.61,88.67,ko
koewat_2_0180_RGB Trans.tiff,5483.2,83.55,ko
koewat_2_0180_RGB Trans.tiff,3607.81,67.78,ko
koewat_2_0180_RGB Trans.tiff,7416.8,97.18,ko
koewat_2_0180_RGB Trans.tiff,3733.98,68.95,ko
koewat_2_0180_RGB Trans.tiff,3205.47,63.89,ko
koewat_2_0180_RGB Trans.tiff,2513.67,56.57,ko
koewat_2_0180_RGB Trans.tiff,4619.53,76.69,ko
koewat_2_0180_RGB Trans.tiff,7144.92,95.38,ko
koewat_2_0180_RGB Trans.tiff,2414.84,55.45,ko
koewat_2_0180_RGB Trans.tiff,3325.78,65.07,ko
koewat_2_0180_RGB Trans.tiff,1771.88,47.5,ko
koewat_2_0180_RGB Trans.tiff,3532.03,67.06,ko
koewat_2_0180_RGB Trans.tiff,5483.98,83.56,ko
koewat_2_0180_RGB Trans.tiff,4042.97,71.75,ko
koewat_2_0180_RGB Trans.tiff,3260.94,64.44,ko
koewat_2_0180_RGB Trans.tiff,3301.56,64.84,ko
koewat_2_0180_RGB Trans.tiff,2551.95,57,ko
koewat_2_0180_RGB Trans.tiff,2849.22,60.23,ko
koewat_2_0180_RGB Trans.tiff,1518.75,43.97,ko
koewat_2_0180_RGB Trans.tiff,2130.47,52.08,ko
koewat_2_0180_RGB Trans.tiff,4804.69,78.21,ko
koewat_2_0181_RGB Trans.tiff,19156.25,156.17,ko
koewat_2_0181_RGB Trans.tiff,2531.64,56.77,ko
koewat_2_0181_RGB Trans.tiff,2360.94,54.83,ko
koewat_2_0181_RGB Trans.tiff,3998.44,71.35,ko
koewat_2_0181_RGB Trans.tiff,933.59,34.48,ko
koewat_2_0181_RGB Trans.tiff,680.08,29.43,ko
koewat_2_0181_RGB Trans.tiff,9844.53,111.96,ko
koewat_2_0181_RGB Trans.tiff,2941.41,61.2,ko
koewat_2_0181_RGB Trans.tiff,11732.81,122.22,ko
koewat_2_0181_RGB Trans.tiff,3798.83,69.55,ko
koewat_2_0181_RGB Trans.tiff,5904.69,86.71,ko
koewat_2_0181_RGB Trans.tiff,1392.58,42.11,ko
koewat_2_0181_RGB Trans.tiff,1313.28,40.89,ko
koewat_2_0181_RGB Trans.tiff,5117.58,80.72,ko
koewat_2_0181_RGB Trans.tiff,1353.52,41.51,ko
koewat_2_0181_RGB Trans.tiff,4244.14,73.51,ko
koewat_2_0181_RGB Trans.tiff,1044.92,36.48,ko
koewat_2_0181_RGB Trans.tiff,7856.64,100.02,ko
koewat_2_0181_RGB Trans.tiff,1815.62,48.08,ko
koewat_2_0181_RGB Trans.tiff,991.8,35.54,ko
koewat_2_0181_RGB Trans.tiff,2848.83,60.23,ko
koewat_2_0181_RGB Trans.tiff,1218.36,39.39,ko
koewat_2_0181_RGB Trans.tiff,8257.03,102.53,ko
koewat_2_0181_RGB Trans.tiff,5467.97,83.44,ko
koewat_2_0181_RGB Trans.tiff,3819.53,69.74,ko
koewat_2_0181_RGB Trans.tiff,2590.62,57.43,ko
koewat_2_0181_RGB Trans.tiff,12541.8,126.37,ko
