,Unnamed: 0,mz,intensity,rel.intensity,theo.mass,delta,rdb.equiv,comp,add.info,sample,rep,carbons,hydrogens,oxygens,nitrogens,phosphates,carbon_isotope,fullsample,sample_loc_row,slope,yint,error,correctedmz,em,mf,unsat,chemcalc_error,ppm,info
0,1,600.4878,79427.0,3.62,600.4877,0.04,2.0,C35 H69 O5 P ,,ko5,1,35,69,5,0,1,0,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,600.4886,599.48005,C29[13C]2H68NO7P,-1.0,-0.001287,-2.1471,NPO7[13C]2C29H68
1,2,600.52,9344.5,0.43,600.5198,0.25,1.5,C35 H70 O6 N ,,ko5,1,35,70,6,1,0,0,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,600.5208,599.515214,C22[13C]7H71NO8P,-4.5,0.001677,2.7968,NPO8[13C]7C22H71
2,3,601.4912,10637.2,0.48,601.4912,-0.04,2.0,C34 H67 O7 N ,,ko5,1,34,67,7,1,0,0,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,601.492,600.483405,C28[13C]3H68NO7P,-1.0,-0.001332,-2.2188,NPO7[13C]3C28H68
3,4,603.5344,8570.3,0.39,603.5343,0.1,1.0,C33 [13]C2 H71 O6 N ,,ko5,1,33,71,6,1,0,2,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,603.5352,602.529748,C20[13C]9H72NO8P,-5.0,0.001811,3.0064,NPO8[13C]9C20H72
4,5,606.4478,9068.3,0.41,606.4472,0.57,11.0,C38 [13]C H59 O4 N ,,ko5,1,38,59,4,1,0,1,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,606.4486,605.441442,C17[13C]13H59NO8P,2.5,0.000105,0.1741,NPO8[13C]13C17H59
5,6,606.5443,14092.7,0.64,606.5444,-0.07,1.0,C30 [13]C5 H71 O6 N ,,ko5,1,30,71,6,1,0,5,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,606.5451,605.53594,C31H76NO7P,-5.0,-0.001897,-3.1321,NPO7C31H76
6,7,607.3898,16232.1,0.74,607.3899,-0.03,9.0,C30 [13]C5 H55 O6 P ,,ko5,1,30,55,6,0,1,5,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,607.3906,606.382812,C17[13C]15H50NO7P,9.0,-0.000525,-0.8656,NPO7[13C]15C17H50
7,8,607.5653,8089.2,0.37,607.5655,-0.19,-1.0,C33 [13]C3 H77 O4 P ,,ko5,1,33,77,4,0,1,3,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,607.5661,606.561049,C20[13C]9H76NO8P,-7.0,0.002212,3.6461,NPO8[13C]9C20H76
8,9,608.4546,6965.1,0.32,608.4552,-0.59,2.5,C28 [13]C5 H64 O7 P ,,ko5,1,28,64,7,0,1,5,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,608.4554,607.448152,C15[13C]15H59NO8P,2.5,0.000015,0.0248,NPO8[13C]15C15H59
9,10,608.4635,10529.3,0.48,608.4629,0.59,10.0,C38 [13]C H61 O4 N ,,ko5,1,38,61,4,1,0,1,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,608.4643,607.457092,C17[13C]13H61NO8P,1.5,0.000055,0.0913,NPO8[13C]13C17H61
10,11,609.4665,6262.6,0.29,609.4662,0.24,10.0,C37 [13]C2 H61 O4 N ,,ko5,1,37,61,4,1,0,2,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,609.4673,608.460447,C16[13C]14H61NO8P,1.5,0.00041,0.6743,NPO8[13C]14C16H61
11,12,610.183,42125.6,1.92,610.252,-68.97,15.0,C32 [13]C H40 O8 N P ,,ko5,1,32,40,8,1,1,1,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,610.1838,609.182699,C33[13C]2H30NO7P,22.0,0.006162,10.1146,NPO7[13C]2C33H30
12,13,610.4702,8958.1,0.41,610.4708,-0.62,1.5,C28 [13]C5 H66 O7 P ,,ko5,1,28,66,7,0,1,5,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,610.471,609.463802,C15[13C]15H61NO8P,1.5,0.000065,0.1068,NPO8[13C]15C15H61
13,14,610.5397,12566.8,0.57,610.5397,0.07,3.5,C35 [13]C3 H71 O5 ,,ko5,1,35,71,5,0,0,3,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,610.5405,609.531479,C23[13C]8H72NO7P,-3.0,-0.001758,-2.8842,NPO7[13C]8C23H72
14,15,611.1822,13400.2,0.61,611.2553,-73.13,15.0,C31 [13]C2 H40 O8 N P ,,ko5,1,31,40,8,1,1,2,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,611.183,610.186053,C32[13C]3H30NO7P,22.0,0.010316,16.9071,NPO7[13C]3C32H30
15,16,612.1797,7989.4,0.36,612.2587,-78.99,15.0,C30 [13]C3 H40 O8 N P ,,ko5,1,30,40,8,1,1,3,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,612.1805,611.170904,C34H30NO8P,21.0,-0.002333,-3.818,NPO8C34H30
16,17,612.4769,7275.5,0.33,612.4763,0.61,10.0,C34 [13]C5 H61 O4 N ,,ko5,1,34,61,4,1,0,5,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,612.4777,611.471109,C28[13C]4H66NO7P,1.0,0.000672,1.0997,NPO7[13C]4C28H66
17,18,612.5465,6762.4,0.31,612.5464,0.13,3.5,C33 [13]C5 H71 O5 ,,ko5,1,33,71,5,0,0,5,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,612.5473,611.538189,C21[13C]10H72NO7P,-3.0,-0.001848,-3.0224,NPO7[13C]10C21H72
18,19,612.5552,8068.0,0.37,612.5553,-0.08,2.5,C35 [13]C3 H73 O5 ,,ko5,1,35,73,5,0,0,3,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,612.556,611.547129,C23[13C]8H74NO7P,-4.0,-0.001608,-2.6293,NPO7[13C]8C23H74
19,20,613.5498,26386.1,1.2,613.5497,0.1,3.5,C32 [13]C6 H71 O5 ,,ko5,1,32,71,5,0,0,6,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,613.5506,612.541543,C20[13C]11H72NO7P,-3.0,-0.001794,-2.928,NPO7[13C]11C20H72
20,21,614.4467,10138.1,0.46,614.4466,0.05,11.0,C31 [13]C7 H57 O5 N ,,ko5,1,31,57,5,1,0,7,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,614.4475,613.441434,C25[13C]6H62NO8P,2.0,0.001197,1.9506,NPO8[13C]6C25H62
21,22,614.5532,14054.0,0.64,614.5531,0.15,3.5,C31 [13]C7 H71 O5 ,,ko5,1,31,71,5,0,0,7,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,614.554,613.544898,C19[13C]12H72NO7P,-3.0,-0.001839,-2.9968,NPO7[13C]12C19H72
22,23,615.4585,44036.2,2.01,615.4588,-0.29,10.0,C32 [13]C7 H61 O3 P ,,ko5,1,32,61,3,0,1,7,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,615.4593,614.453729,C26[13C]5H64NO8P,1.0,0.001692,2.7534,NPO8[13C]5C26H64
23,24,615.495,16202.5,0.74,615.4953,-0.31,9.0,C33 [13]C6 H63 O4 N ,,ko5,1,33,63,4,1,0,6,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,615.4958,614.490114,C27[13C]5H68NO7P,0.0,0.001577,2.5669,NPO7[13C]5C27H68
24,25,615.5565,15663.2,0.71,615.5564,0.04,3.5,C30 [13]C8 H71 O5 ,,ko5,1,30,71,5,0,0,8,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,615.5573,614.548253,C18[13C]13H72NO7P,-3.0,-0.001784,-2.9027,NPO7[13C]13C18H72
25,26,615.5655,12800.0,0.58,615.5654,0.09,2.5,C32 [13]C6 H73 O5 ,,ko5,1,32,73,5,0,0,6,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,615.5663,614.557194,C20[13C]11H74NO7P,-4.0,-0.001843,-2.9996,NPO7[13C]11C20H74
26,27,615.5791,18711.7,0.85,615.5788,0.28,1.0,C35 [13]C3 H76 O5 ,,ko5,1,35,76,5,0,0,3,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,615.5799,614.570604,C23[13C]8H77NO7P,-5.5,-0.002033,-3.3078,NPO7[13C]8C23H77
27,28,616.461,11737.9,0.53,616.4611,-0.09,3.5,C32 [13]C2 H65 O6 N P ,,ko5,1,32,65,6,1,1,2,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,616.4618,615.453237,C17[13C]15H59NO7P,4.5,-0.0013,-2.1116,NPO7[13C]15C17H59
28,29,616.4896,7243.4,0.33,616.4891,0.48,7.0,C37 [13]C H65 O5 N ,,ko5,1,37,65,5,1,0,1,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,616.4904,615.483905,C31H70NO8P,-2.0,0.000768,1.2475,NPO8C31H70
29,30,616.4984,6981.7,0.32,616.4986,-0.28,9.0,C32 [13]C7 H63 O4 N ,,ko5,1,32,63,4,1,0,7,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,616.4992,615.493469,C26[13C]6H68NO7P,0.0,0.001532,2.4894,NPO7[13C]6C26H68
30,31,616.5598,7432.5,0.34,616.5605,-0.66,2.5,C31 [13]C7 H74 O3 P ,,ko5,1,31,74,3,0,1,7,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,616.5606,615.551608,C17[13C]14H72NO7P,-3.0,-0.001729,-2.8088,NPO7[13C]14C17H72
31,32,616.5688,7317.2,0.33,616.5687,0.03,2.5,C31 [13]C7 H73 O5 ,,ko5,1,31,73,5,0,0,7,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,616.5696,615.560548,C19[13C]12H74NO7P,-4.0,-0.001789,-2.9056,NPO7[13C]12C19H74
32,33,616.5823,7037.2,0.32,616.5821,0.14,1.0,C34 [13]C4 H76 O5 ,,ko5,1,34,76,5,0,0,4,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,616.5831,615.573959,C22[13C]9H77NO7P,-5.5,-0.001878,-3.0508,NPO7[13C]9C22H77
33,34,617.5019,10502.1,0.48,617.502,-0.1,9.0,C31 [13]C8 H63 O4 N ,,ko5,1,31,63,4,1,0,8,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,617.5027,616.496824,C25[13C]7H68NO7P,0.0,0.001387,2.2498,NPO7[13C]7C25H68
34,35,617.5105,12425.0,0.57,617.5109,-0.44,8.0,C33 [13]C6 H65 O4 N ,,ko5,1,33,65,4,1,0,6,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,617.5113,616.505764,C27[13C]5H70NO7P,-1.0,0.001727,2.8019,NPO7[13C]5C27H70
35,36,617.5631,9990.6,0.46,617.5632,-0.09,-0.5,C37 H78 O4 P ,,ko5,1,37,78,4,0,1,0,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,617.5639,616.554963,C16[13C]15H72NO7P,-3.0,-0.001674,-2.7153,NPO7[13C]15C16H72
36,37,617.5722,9187.5,0.42,617.5721,0.11,2.5,C30 [13]C8 H73 O5 ,,ko5,1,30,73,5,0,0,8,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,617.573,616.563903,C18[13C]13H74NO7P,-4.0,-0.001834,-2.9742,NPO7[13C]13C18H74
37,38,618.5051,37170.9,1.69,618.5047,0.39,6.0,C37 [13]C H67 O5 N ,,ko5,1,37,67,5,1,0,1,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,618.5059,617.499555,C31H72NO8P,-3.0,0.000918,1.4865,NPO8C31H72
38,39,618.5139,6166.6,0.28,618.5143,-0.37,8.0,C32 [13]C7 H65 O4 N ,,ko5,1,32,65,4,1,0,7,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,618.5147,617.509119,C26[13C]6H70NO7P,-1.0,0.001682,2.7242,NPO7[13C]6C26H70
39,40,619.5086,19595.3,0.89,619.5085,0.12,9.5,C42 H67 O3 ,,ko5,1,42,67,3,0,0,0,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,619.5094,618.50291,C30[13C]H72NO8P,-3.0,0.000773,1.2494,NPO8[13C]C30H72
40,41,619.5176,8623.9,0.39,619.5176,-0.1,8.0,C31 [13]C8 H65 O4 N ,,ko5,1,31,65,4,1,0,8,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,619.5184,618.512474,C25[13C]7H70NO7P,-1.0,0.001337,2.1618,NPO7[13C]7C25H70
41,42,620.5121,22200.8,1.01,620.5121,-0.08,5.0,C37 [13]C H70 O3 N P ,,ko5,1,37,70,3,1,1,1,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,620.5129,619.506265,C29[13C]2H72NO8P,-3.0,0.000628,1.013,NPO8[13C]2C29H72
42,43,620.5206,22354.8,1.02,620.5204,0.23,5.0,C37 [13]C H69 O5 N ,,ko5,1,37,69,5,1,0,1,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,620.5214,619.515205,C31H74NO8P,-4.0,0.001068,1.7239,NPO8C31H74
43,44,621.5154,12283.3,0.56,621.5155,-0.13,5.0,C36 [13]C2 H70 O3 N P ,,ko5,1,36,70,3,1,1,2,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,621.5162,620.509619,C28[13C]3H72NO8P,-3.0,0.000682,1.0998,NPO8[13C]3C28H72
44,45,621.524,12110.3,0.55,621.5241,-0.1,8.5,C42 H69 O3 ,,ko5,1,42,69,3,0,0,0,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,621.5248,620.51856,C30[13C]H74NO8P,-4.0,0.001023,1.6483,NPO8[13C]C30H74
45,46,622.5187,14162.2,0.65,622.5188,-0.1,5.0,C35 [13]C3 H70 O3 N P ,,ko5,1,35,70,3,1,1,3,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,622.5195,621.512974,C27[13C]4H72NO8P,-3.0,0.000737,1.1862,NPO8[13C]4C27H72
46,47,622.5278,13620.9,0.62,622.5278,-0.03,4.0,C37 [13]C H72 O3 N P ,,ko5,1,37,72,3,1,1,1,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,622.5286,621.521915,C29[13C]2H74NO8P,-4.0,0.000578,0.9294,NPO8[13C]2C29H74
47,48,623.522,7986.1,0.36,623.5219,0.07,9.5,C38 [13]C4 H67 O3 ,,ko5,1,38,67,3,0,0,4,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,623.5228,622.516329,C26[13C]5H72NO8P,-3.0,0.000792,1.2724,NPO8[13C]5C26H72
48,49,623.5308,8811.2,0.4,623.5308,-0.05,8.5,C40 [13]C2 H69 O3 ,,ko5,1,40,69,3,0,0,2,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,623.5316,622.525269,C28[13C]3H74NO8P,-4.0,0.000932,1.4979,NPO8[13C]3C28H74
49,50,624.5252,7970.2,0.36,624.5252,-0.02,9.5,C37 [13]C5 H67 O3 ,,ko5,1,37,67,3,0,0,5,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,624.526,623.519684,C25[13C]6H72NO8P,-3.0,0.000947,1.5187,NPO8[13C]6C25H72
50,51,624.5342,11254.6,0.51,624.5342,-0.02,8.5,C39 [13]C3 H69 O3 ,,ko5,1,39,69,3,0,0,3,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,624.535,623.528624,C27[13C]4H74NO8P,-4.0,0.000887,1.4231,NPO8[13C]4C27H74
51,52,627.534,10115.8,0.46,627.5342,-0.15,3.0,C35 [13]C3 H73 O4 P ,,ko5,1,35,73,4,0,1,3,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,627.5348,626.529748,C22[13C]9H72NO8P,-3.0,0.002211,3.5297,NPO8[13C]9C22H72
52,53,628.5505,12934.8,0.59,628.5502,0.24,2.5,C35 [13]C3 H73 O6 ,,ko5,1,35,73,6,0,0,3,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,628.5513,627.542044,C23[13C]8H74NO8P,-4.0,-0.001993,-3.1764,NPO8[13C]8C23H74
53,54,630.5442,6599.9,0.3,630.5442,0.0,3.0,C32 [13]C6 H73 O4 P ,,ko5,1,32,73,4,0,1,6,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,630.545,629.53594,C33H76NO7P,-3.0,-0.001797,-2.8538,NPO7C33H76
54,55,634.4792,11919.9,0.54,634.4798,-0.58,2.5,C32 [13]C3 H68 O7 P ,,ko5,1,32,68,7,0,1,3,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,634.48,633.472743,C19[13C]13H63NO8P,2.5,0.000006,0.0087,NPO8[13C]13C19H63
55,56,635.4827,6249.3,0.28,635.4831,-0.4,2.5,C31 [13]C4 H68 O7 P ,,ko5,1,31,68,7,0,1,4,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,635.4835,634.476097,C18[13C]14H63NO8P,2.5,-0.00014,-0.2201,NPO8[13C]14C18H63
56,57,636.4592,312108.0,14.22,636.459,0.13,2.5,C31 [13]C3 H66 O8 P ,,ko5,1,31,66,8,0,1,3,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,636.46,635.452605,C33H66NO8P,2.0,-0.000132,-0.2082,NPO8C33H66
57,58,636.4861,8010.5,0.36,636.4865,-0.41,2.5,C30 [13]C5 H68 O7 P ,,ko5,1,30,68,7,0,1,5,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,636.4869,635.479452,C17[13C]15H63NO8P,2.5,-0.000185,-0.2908,NPO8[13C]15C17H63
58,59,636.4948,6653.3,0.3,636.4954,-0.6,1.5,C32 [13]C3 H70 O7 P ,,ko5,1,32,70,7,0,1,3,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,636.4956,635.488393,C19[13C]13H65NO8P,1.5,0.000056,0.0874,NPO8[13C]13C19H65
59,60,637.4625,102643.8,4.68,637.4624,0.11,2.5,C30 [13]C4 H66 O8 P ,,ko5,1,30,66,8,0,1,4,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,637.4633,636.45596,C32[13C]H66NO8P,2.0,-0.000077,-0.1217,NPO8[13C]C32H66
60,61,638.4661,13193.0,0.6,638.4663,-0.21,6.0,C35 [13]C2 H64 O8 ,,ko5,1,35,64,8,0,0,2,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,638.4669,637.459938,C24[13C]10H62NO7P,5.0,0.000301,0.4727,NPO7[13C]10C24H62
61,62,638.571,8585.3,0.39,638.571,0.01,3.5,C37 [13]C3 H75 O5 ,,ko5,1,37,75,5,0,0,3,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,638.5718,637.562779,C25[13C]8H76NO7P,-3.0,-0.001758,-2.7572,NPO7[13C]8C25H76
62,63,641.4145,21657.2,0.99,641.4144,0.13,12.5,C33 [13]C6 H55 O7 ,,ko5,1,33,55,7,0,0,6,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,641.4153,640.407394,C29[13C]6H57NO7P,8.5,-0.000643,-1.0043,NPO7[13C]6C29H57
63,64,641.5813,11698.0,0.53,641.5813,-0.05,-1.0,C30 [13]C6 H78 O5 N P ,,ko5,1,30,78,5,1,1,6,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,641.5821,640.57669,C30[13C]2H81NO8P,-6.5,0.001853,2.8925,NPO8[13C]2C30H81
64,65,642.418,6404.3,0.29,642.418,-0.03,8.0,C28 [13]C7 H58 O7 N P ,,ko5,1,28,58,7,1,1,7,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,642.4188,641.410749,C28[13C]7H57NO7P,8.5,-0.000788,-1.2291,NPO7[13C]7C28H57
65,66,642.4672,32791.5,1.49,642.4671,0.05,6.5,C30 [13]C6 H62 O8 N ,,ko5,1,30,62,8,1,0,6,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,642.468,641.459323,C24[13C]9H63NO8P,3.5,-0.001414,-2.2041,NPO8[13C]9C24H63
66,67,643.4704,9357.4,0.43,643.4705,-0.07,6.5,C29 [13]C7 H62 O8 N ,,ko5,1,29,62,8,1,0,7,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,643.4712,642.462678,C23[13C]10H63NO8P,3.5,-0.001259,-1.9597,NPO8[13C]10C23H63
67,68,643.5263,9646.8,0.44,643.5266,-0.32,9.0,C35 [13]C6 H67 O4 N ,,ko5,1,35,67,4,1,0,6,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,643.5271,642.521414,C29[13C]5H72NO7P,0.0,0.001577,2.4551,NPO7[13C]5C29H72
68,69,646.5364,13309.6,0.61,646.536,0.34,6.0,C39 [13]C H71 O5 N ,,ko5,1,39,71,5,1,0,1,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,646.5372,645.530855,C33H76NO8P,-3.0,0.000918,1.4221,NPO8C33H76
69,70,647.458,14385.9,0.66,647.4581,-0.02,12.5,C40 [13]C2 H61 O5 ,,ko5,1,40,61,5,0,0,2,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,647.4588,646.449874,C28[13C]7H62NO7P,6.0,-0.001663,-2.5728,NPO7[13C]7C28H62
70,71,647.5573,8653.0,0.39,647.5567,0.57,0.5,C36 [13]C H77 O5 N P ,,ko5,1,36,77,5,1,1,1,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,647.5581,646.552715,C29[13C]5H76NO7P,-2.0,0.001878,2.904,NPO7[13C]5C29H76
71,72,650.4748,12805.2,0.58,650.4747,0.07,2.5,C32 [13]C3 H68 O8 P ,,ko5,1,32,68,8,0,1,3,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,650.4756,649.468255,C34H68NO8P,2.0,-0.000082,-0.1266,NPO8C34H68
72,73,656.5817,32285.6,1.47,656.5815,0.2,2.5,C37 [13]C3 H77 O6 ,,ko5,1,37,77,6,0,0,3,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,656.5825,655.573344,C25[13C]8H78NO8P,-4.0,-0.001893,-2.8879,NPO8[13C]8C25H78
73,74,657.3883,6951.6,0.32,657.3885,-0.14,13.0,C32 [13]C6 H54 O6 N P ,,ko5,1,32,54,6,1,1,6,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,657.3891,656.379957,C24[13C]11H52NO8P,11.0,-0.00188,-2.8635,NPO8[13C]11C24H52
74,75,657.5849,11843.7,0.54,657.5849,0.02,2.5,C36 [13]C4 H77 O6 ,,ko5,1,36,77,6,0,0,4,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,657.5857,656.576699,C24[13C]9H78NO8P,-4.0,-0.001738,-2.6476,NPO8[13C]9C24H78
75,76,658.4412,167627.6,7.63,658.4413,-0.12,15.0,C39 [13]C4 H58 O5 ,,ko5,1,39,58,5,0,0,4,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,658.442,657.433108,C27[13C]9H59NO7P,8.5,-0.001629,-2.4772,NPO7[13C]9C27H59
76,77,658.4731,7485.7,0.34,658.4732,-0.08,14.5,C39 [13]C5 H61 O4 ,,ko5,1,39,61,4,0,0,5,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,658.4739,657.468272,C20[13C]14H62NO8P,5.0,0.001635,2.4873,NPO8[13C]14C20H62
77,78,659.4445,47515.2,2.16,659.4447,-0.19,15.0,C38 [13]C5 H58 O5 ,,ko5,1,38,58,5,0,0,5,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,659.4453,658.436463,C26[13C]10H59NO7P,8.5,-0.001574,-2.3901,NPO7[13C]10C26H59
78,79,661.537,8398.3,0.38,661.537,0.01,8.0,C35 [13]C7 H71 O3 P ,,ko5,1,35,71,3,0,1,7,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,661.5378,660.531979,C29[13C]5H74NO8P,-1.0,0.001442,2.1833,NPO8[13C]5C29H74
79,80,662.571,7604.0,0.35,662.571,0.05,5.5,C39 [13]C3 H75 O5 ,,ko5,1,39,75,5,0,0,3,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,662.5718,661.562779,C27[13C]8H76NO7P,-1.0,-0.001758,-2.6572,NPO7[13C]8C27H76
80,81,663.4516,330499.2,15.05,663.4518,-0.19,10.0,C32 [13]C7 H60 O8 ,,ko5,1,32,60,8,0,0,7,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,663.4524,662.445412,C21[13C]15H58NO7P,9.0,0.000275,0.4157,NPO7[13C]15C21H58
81,82,664.4548,148682.8,6.77,664.4545,0.24,17.5,C41 [13]C4 H58 O3 N ,,ko5,1,41,58,3,1,0,4,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,664.4556,663.448143,C27[13C]8H62NO8P,6.0,-0.000194,-0.292,NPO8[13C]8C27H62
82,83,665.4578,25438.4,1.16,665.4579,-0.1,17.5,C40 [13]C5 H58 O3 N ,,ko5,1,40,58,3,1,0,5,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,665.4586,664.451498,C26[13C]9H62NO8P,6.0,0.000161,0.2425,NPO8[13C]9C26H62
83,84,666.4825,8901.1,0.41,666.4824,0.15,12.5,C36 [13]C6 H62 O5 N ,,ko5,1,36,62,5,1,0,6,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,666.4833,665.477204,C30[13C]5H67NO8P,3.5,0.001167,1.7535,NPO8[13C]5C30H67
84,85,667.5265,11492.5,0.52,667.5266,-0.07,11.0,C37 [13]C6 H67 O4 N ,,ko5,1,37,67,4,1,0,6,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,667.5273,666.521414,C31[13C]5H72NO7P,2.0,0.001377,2.0667,NPO7[13C]5C31H72
85,86,669.4606,12798.4,0.58,669.4605,0.11,13.0,C33 [13]C8 H59 O6 N ,,ko5,1,33,59,6,1,0,8,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,669.4614,668.455977,C20[13C]15H60NO8P,7.0,0.00184,2.7527,NPO8[13C]15C20H60
86,87,670.5363,7393.8,0.34,670.536,0.29,8.0,C41 [13]C H71 O5 N ,,ko5,1,41,71,5,1,0,1,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,670.5371,669.530855,C35H76NO8P,-1.0,0.001018,1.5205,NPO8C35H76
87,88,674.415,26067.2,1.19,674.4151,-0.11,20.0,C42 [13]C4 H54 O4 ,,ko5,1,42,54,4,0,0,4,ko5_1,1,7.45653456065636e-22,0.0008000000000265,0.0008000000000265,674.4158,673.410142,C23[13C]13H55NO8P,10.5,0.001605,2.3838,NPO8[13C]13C23H55
