mz,intensity,rel.intensity,theo.mass,delta,rdb,comp,sample
849.7725,157017.6,4.62,849.7697,2.71,3,C53 H104 O4 N P ,kd_pls_2
850.5712,6606.3,0.19,850.5745,-3.33,12.5,C51 H81 O7 N P ,kd_pls_2
850.6665,6838.9,0.2,850.6684,-1.9,5.5,C50 H93 O7 N P ,kd_pls_2
850.7844,185815.5,5.47,850.7858,-1.4,2.5,C53 H104 O6 N ,kd_pls_2
851.575,3069.3,0.09,851.5721,2.89,21.5,C57 H75 O4 N2 ,kd_pls_2
851.6396,6421.3,0.19,851.6399,-0.27,6,C49 H90 O8 N P ,kd_pls_2
851.6704,2707.2,0.08,851.666,4.35,14.5,C56 H87 O4 N2 ,kd_pls_2
851.7089,20036,0.59,851.7083,0.57,4.5,C50 H95 O8 N2 ,kd_pls_2
851.788,109808,3.23,851.7854,2.61,2,C53 H106 O4 N P ,kd_pls_2
852.5328,13513.4,0.4,852.5327,0.1,17.5,C53 H75 O6 N P ,kd_pls_2
852.5875,2519.5,0.07,852.5902,-2.64,11.5,C51 H83 O7 N P ,kd_pls_2
852.6826,9592.3,0.28,852.6841,-1.44,4.5,C50 H95 O7 N P ,kd_pls_2
852.7121,12485.4,0.37,852.7161,-4.02,4,C50 H96 O8 N2 ,kd_pls_2
852.7919,28540,0.84,852.7932,-1.3,1.5,C53 H107 O4 N P ,kd_pls_2
853.5361,5963.2,0.18,853.5361,0,17.5,C52 H73 O8 N2 ,kd_pls_2
853.6552,2425.5,0.07,853.6555,-0.3,5,C49 H92 O8 N P ,kd_pls_2
853.6862,4873.1,0.14,853.6817,4.47,13.5,C56 H89 O4 N2 ,kd_pls_2
853.7244,38783.9,1.14,853.7239,0.49,3.5,C50 H97 O8 N2 ,kd_pls_2
853.8035,7504.9,0.22,853.801,2.41,1,C53 H108 O4 N P ,kd_pls_2
854.5485,8136.5,0.24,854.5483,0.22,16.5,C53 H77 O6 N P ,kd_pls_2
854.5659,13363.2,0.39,854.5694,-3.49,11.5,C50 H81 O8 N P ,kd_pls_2
854.6985,3254.5,0.1,854.6997,-1.2,3.5,C50 H97 O7 N P ,kd_pls_2
854.7278,17904.7,0.53,854.7318,-3.97,3,C50 H98 O8 N2 ,kd_pls_2
855.5523,3060.8,0.09,855.5518,0.51,16.5,C52 H75 O8 N2 ,kd_pls_2
855.5698,7064.2,0.21,855.567,2.77,20.5,C56 H75 O5 N2 ,kd_pls_2
855.7399,25560.6,0.75,855.7396,0.27,2.5,C50 H99 O8 N2 ,kd_pls_2
856.5816,40657.6,1.2,856.5851,-3.51,10.5,C50 H83 O8 N P ,kd_pls_2
856.7437,14106,0.41,856.7474,-3.72,2,C50 H100 O8 N2 ,kd_pls_2
857.5847,19491.8,0.57,857.5827,2.04,19.5,C56 H77 O5 N2 ,kd_pls_2
857.7467,4260.9,0.13,857.7467,-0.03,6,C54 H99 O6 N ,kd_pls_2
858.5971,38833.5,1.14,858.6007,-3.61,9.5,C50 H85 O8 N P ,kd_pls_2
859.6006,20088.8,0.59,859.5983,2.29,18.5,C56 H79 O5 N2 ,kd_pls_2
860.6131,22697.6,0.67,860.6164,-3.28,8.5,C50 H87 O8 N P ,kd_pls_2
860.7693,9195.6,0.27,860.7702,-0.87,4.5,C54 H102 O6 N ,kd_pls_2
860.8054,6335.2,0.19,860.8066,-1.12,3.5,C55 H106 O5 N ,kd_pls_2
861.6163,13260.2,0.39,861.614,2.3,17.5,C56 H81 O5 N2 ,kd_pls_2
861.7722,4387,0.13,861.7697,2.4,4,C54 H104 O4 N P ,kd_pls_2
862.6299,11125.4,0.33,862.632,-2.15,7.5,C50 H89 O8 N P ,kd_pls_2
862.785,13438.1,0.4,862.7858,-0.84,3.5,C54 H104 O6 N ,kd_pls_2
862.8211,13395.7,0.39,862.8222,-1.1,2.5,C55 H108 O5 N ,kd_pls_2
863.6328,4110.4,0.12,863.6297,3.17,16.5,C56 H83 O5 N2 ,kd_pls_2
863.7881,6646.2,0.2,863.7854,2.71,3,C54 H106 O4 N P ,kd_pls_2
863.8245,6149.2,0.18,863.83,-5.49,2,C55 H109 O5 N ,kd_pls_2
864.6078,13215.2,0.39,864.6054,2.35,16.5,C56 H83 O4 N P ,kd_pls_2
864.6461,9559.3,0.28,864.6477,-1.63,6.5,C50 H91 O8 N P ,kd_pls_2
864.7927,2462.3,0.07,864.7932,-0.48,2.5,C54 H107 O4 N P ,kd_pls_2
864.8011,2802.9,0.08,864.8015,-0.37,2.5,C54 H106 O6 N ,kd_pls_2
864.8364,2830.6,0.08,864.8379,-1.44,1.5,C55 H110 O5 N ,kd_pls_2
865.6112,5171.5,0.15,865.6132,-2.09,16,C56 H84 O4 N P ,kd_pls_2
865.6496,3587.1,0.11,865.6453,4.3,15.5,C56 H85 O5 N2 ,kd_pls_2
865.8399,2679.8,0.08,865.8457,-5.76,1,C55 H111 O5 N ,kd_pls_2
866.6255,6681.2,0.2,866.6293,-3.78,15.5,C56 H84 O6 N ,kd_pls_2
866.6613,7836.1,0.23,866.6633,-2.03,5.5,C50 H93 O8 N P ,kd_pls_2
867.6653,4043.6,0.12,867.661,4.31,14.5,C56 H87 O5 N2 ,kd_pls_2
868.6413,30070.8,0.88,868.645,-3.68,14.5,C56 H86 O6 N ,kd_pls_2
868.6782,6197.2,0.18,868.679,-0.77,4.5,C50 H95 O8 N P ,kd_pls_2
869.1462,3764,0.11,869.2537,-107.46,38,C56 H40 O7 N P ,kd_pls_2
869.6446,16871.3,0.5,869.6445,0.1,14,C56 H88 O4 N P ,kd_pls_2
869.6811,3265.6,0.1,869.6766,4.51,13.5,C56 H89 O5 N2 ,kd_pls_2
869.7002,2656.7,0.08,869.7021,-1.87,8,C54 H96 O5 N P ,kd_pls_2
870.6569,22348.7,0.66,870.6606,-3.76,13.5,C56 H88 O6 N ,kd_pls_2
870.6933,2631.8,0.08,870.6946,-1.29,3.5,C50 H97 O8 N P ,kd_pls_2
870.753,11873.5,0.35,870.7545,-1.55,6.5,C55 H100 O6 N ,kd_pls_2
871.6605,11315.4,0.33,871.6602,0.29,13,C56 H90 O4 N P ,kd_pls_2
871.7568,7129.5,0.21,871.7541,2.65,6,C55 H102 O4 N P ,kd_pls_2
872.6718,3587.6,0.11,872.668,3.77,12.5,C56 H91 O4 N P ,kd_pls_2
872.7087,4589.6,0.13,872.7103,-1.59,2.5,C50 H99 O8 N P ,kd_pls_2
872.7691,33620.3,0.99,872.7702,-1.05,5.5,C55 H102 O6 N ,kd_pls_2
873.7725,19050.4,0.56,873.7697,2.78,5,C55 H104 O4 N P ,kd_pls_2
874.7847,140749.1,4.14,874.7858,-1.15,4.5,C55 H104 O6 N ,kd_pls_2
875.7881,81773.3,2.41,875.7854,2.66,4,C55 H106 O4 N P ,kd_pls_2
876.5585,4449,0.13,876.5565,2.01,19,C55 H77 O5 N2 P ,kd_pls_2
876.8002,165978.5,4.88,876.8015,-1.26,3.5,C55 H106 O6 N ,kd_pls_2
877.7253,2976.7,0.09,877.7239,1.38,5.5,C52 H97 O8 N2 ,kd_pls_2
877.8037,99053.9,2.91,877.801,2.62,3,C55 H108 O4 N P ,kd_pls_2
878.5486,8336.1,0.25,878.5483,0.3,18.5,C55 H77 O6 N P ,kd_pls_2
878.7285,2734.8,0.08,878.7318,-3.26,5,C52 H98 O8 N2 ,kd_pls_2
878.8156,52797.1,1.55,878.8171,-1.52,2.5,C55 H108 O6 N ,kd_pls_2
879.551,2822.5,0.08,879.5518,-0.77,18.5,C54 H75 O8 N2 ,kd_pls_2
879.7402,18971.5,0.56,879.7396,0.64,4.5,C52 H99 O8 N2 ,kd_pls_2
879.8192,32158.5,0.95,879.8167,2.53,2,C55 H110 O4 N P ,kd_pls_2
880.5642,19457.7,0.57,880.564,0.26,17.5,C55 H79 O6 N P ,kd_pls_2
880.7168,3720.5,0.11,880.7177,-0.91,13.5,C59 H94 O4 N ,kd_pls_2
880.7433,13458.8,0.4,880.7392,4.08,4,C52 H101 O6 N2 P ,kd_pls_2
880.8229,9720.2,0.29,880.8245,-1.67,1.5,C55 H111 O4 N P ,kd_pls_2
881.5138,3822.4,0.11,881.5143,-0.5,23,C57 H72 O5 N P ,kd_pls_2
881.5672,8988.8,0.26,881.5674,-0.23,17.5,C54 H77 O8 N2 ,kd_pls_2
881.7556,22433.2,0.66,881.7552,0.38,3.5,C52 H101 O8 N2 ,kd_pls_2
881.8349,2791.3,0.08,881.8323,2.54,1,C55 H112 O4 N P ,kd_pls_2
882.7591,13264.4,0.39,882.7631,-4.01,3,C52 H102 O8 N2 ,kd_pls_2
882.7899,6812.9,0.2,882.7909,-1,6.5,C57 H104 O5 N ,kd_pls_2
883.771,6133.8,0.18,883.7709,0.15,2.5,C52 H103 O8 N2 ,kd_pls_2
884.7757,2499.1,0.07,884.7787,-2.97,2,C52 H104 O8 N2 ,kd_pls_2
884.805,5463,0.16,884.8066,-1.58,5.5,C57 H106 O5 N ,kd_pls_2
885.5466,3057.6,0.09,885.5456,1.04,21,C57 H76 O5 N P ,kd_pls_2
887.5632,13664.8,0.4,887.5612,1.96,20,C57 H78 O5 N P ,kd_pls_2
888.5666,7165.6,0.21,888.5647,1.89,20,C56 H76 O7 N2 ,kd_pls_2
888.8001,3775.7,0.11,888.8015,-1.41,4.5,C56 H106 O6 N ,kd_pls_2
888.8372,2568.7,0.08,888.8379,-0.61,3.5,C57 H110 O5 N ,kd_pls_2
889.8037,3758.7,0.11,889.801,2.66,4,C56 H108 O4 N P ,kd_pls_2
890.6233,12813.6,0.38,890.6211,2.26,17.5,C58 H85 O4 N P ,kd_pls_2
890.8157,3868.2,0.11,890.8171,-1.43,3.5,C56 H108 O6 N ,kd_pls_2
891.6269,6287.3,0.18,891.6289,-2.04,17,C58 H86 O4 N P ,kd_pls_2
891.8204,2605.9,0.08,891.8167,3.67,3,C56 H110 O4 N P ,kd_pls_2
892.6392,9589.8,0.28,892.6367,2.43,16.5,C58 H87 O4 N P ,kd_pls_2
893.5723,4471.1,0.13,893.5718,0.51,18,C56 H80 O6 N P ,kd_pls_2
893.6429,3290.7,0.1,893.6445,-1.63,16,C58 H88 O4 N P ,kd_pls_2
894.5196,2443.7,0.07,894.5178,1.83,24,C57 H70 O7 N2 ,kd_pls_2
894.657,4513.1,0.13,894.6606,-3.65,15.5,C58 H88 O6 N ,kd_pls_2
894.6931,3561.5,0.1,894.6946,-1.56,5.5,C52 H97 O8 N P ,kd_pls_2
896.7689,10170.9,0.3,896.7702,-1.22,7.5,C57 H102 O6 N ,kd_pls_2
897.7298,3895.9,0.11,897.729,0.8,8.5,C55 H97 O7 N2 ,kd_pls_2
897.7722,6716.8,0.2,897.7697,2.45,7,C57 H104 O4 N P ,kd_pls_2
898.7846,19499.2,0.57,898.7858,-1.25,6.5,C57 H104 O6 N ,kd_pls_2
899.7882,11904.6,0.35,899.7854,2.77,6,C57 H106 O4 N P ,kd_pls_2
900.8003,28521.2,0.84,900.8015,-1.13,5.5,C57 H106 O6 N ,kd_pls_2
901.8038,15947,0.47,901.801,2.75,5,C57 H108 O4 N P ,kd_pls_2
902.5482,6649.7,0.2,902.5483,-0.06,20.5,C57 H77 O6 N P ,kd_pls_2
902.5742,11257.3,0.33,902.5721,2.07,20,C57 H79 O5 N2 P ,kd_pls_2
902.8161,55145.4,1.62,902.8171,-1.04,4.5,C57 H108 O6 N ,kd_pls_2
903.5514,3763.2,0.11,903.5518,-0.4,20.5,C56 H75 O8 N2 ,kd_pls_2
903.5776,5232.6,0.15,903.5773,0.35,15,C54 H82 O8 N P ,kd_pls_2
903.7401,2716.5,0.08,903.7396,0.5,6.5,C54 H99 O8 N2 ,kd_pls_2
903.8192,33923.1,1,903.8167,2.55,4,C57 H110 O4 N P ,kd_pls_2
904.5898,64023.9,1.88,904.5878,2.01,19,C57 H81 O5 N2 P ,kd_pls_2
904.8314,28037.3,0.82,904.8328,-1.37,3.5,C57 H110 O6 N ,kd_pls_2
905.5931,32400,0.95,905.5929,0.24,14,C54 H84 O8 N P ,kd_pls_2
905.7561,3997.9,0.12,905.7552,0.88,5.5,C54 H101 O8 N2 ,kd_pls_2
905.8351,19249.6,0.57,905.8323,2.73,3,C57 H112 O4 N P ,kd_pls_2
906.5798,6566.7,0.19,906.5796,0.18,18.5,C57 H81 O6 N P ,kd_pls_2
906.5974,9114.2,0.27,906.6007,-3.37,13.5,C54 H85 O8 N P ,kd_pls_2
906.8476,7713.6,0.23,906.8484,-0.85,2.5,C57 H112 O6 N ,kd_pls_2
907.5295,13755.2,0.4,907.5299,-0.42,24,C59 H74 O5 N P ,kd_pls_2
907.5818,5518.4,0.16,907.5831,-1.33,18.5,C56 H79 O8 N2 ,kd_pls_2
907.7715,7176,0.21,907.7709,0.61,4.5,C54 H103 O8 N2 ,kd_pls_2
907.8508,7819.4,0.23,907.848,2.83,2,C57 H114 O4 N P ,kd_pls_2
908.533,6909.7,0.2,908.5334,-0.4,24,C58 H72 O7 N2 ,kd_pls_2
908.5949,6312.4,0.19,908.5953,-0.38,17.5,C57 H83 O6 N P ,kd_pls_2
908.775,4091.1,0.12,908.7787,-3.73,4,C54 H104 O8 N2 ,kd_pls_2
909.5451,65075.4,1.91,909.5456,-0.48,23,C59 H76 O5 N P ,kd_pls_2
909.5989,2603.8,0.08,909.5987,0.18,17.5,C56 H81 O8 N2 ,kd_pls_2
909.7864,3179.5,0.09,909.7865,-0.19,3.5,C54 H105 O8 N2 ,kd_pls_2
910.5486,33191.3,0.98,910.5491,-0.44,23,C58 H74 O7 N2 ,kd_pls_2
911.5533,8857.5,0.26,911.5569,-3.59,22.5,C58 H75 O7 N2 ,kd_pls_2
911.5587,8668.2,0.25,911.5569,1.83,22.5,C58 H75 O7 N2 ,kd_pls_2
912.5633,3364.4,0.1,912.5647,-1.39,22,C58 H76 O7 N2 ,kd_pls_2
915.5525,3139.9,0.09,915.5518,0.72,21.5,C57 H75 O8 N2 ,kd_pls_2
922.7846,4081.9,0.12,922.7858,-1.23,8.5,C59 H104 O6 N ,kd_pls_2
924.8002,9509.7,0.28,924.8015,-1.27,7.5,C59 H106 O6 N ,kd_pls_2
925.8037,4535.2,0.13,925.801,2.64,7,C59 H108 O4 N P ,kd_pls_2
926.6865,2822.2,0.08,926.6868,-0.38,14.5,C59 H92 O7 N ,kd_pls_2
926.8158,13301.7,0.39,926.8171,-1.37,6.5,C59 H108 O6 N ,kd_pls_2
927.8195,7678.2,0.23,927.8167,2.84,6,C59 H110 O4 N P ,kd_pls_2
928.5647,2413.7,0.07,928.564,0.75,21.5,C59 H79 O6 N P ,kd_pls_2
928.8314,11944.3,0.35,928.8328,-1.39,5.5,C59 H110 O6 N ,kd_pls_2
929.5113,3618.1,0.11,929.5099,1.41,27.5,C60 H69 O7 N2 ,kd_pls_2
929.835,9122,0.27,929.8323,2.61,5,C59 H112 O4 N P ,kd_pls_2
930.5795,7524.8,0.22,930.5796,-0.12,20.5,C59 H81 O6 N P ,kd_pls_2
930.8471,9565.4,0.28,930.8484,-1.29,4.5,C59 H112 O6 N ,kd_pls_2
931.5273,24967,0.73,931.5256,1.68,26.5,C60 H71 O7 N2 ,kd_pls_2
931.85,5122.5,0.15,931.848,2.02,4,C59 H114 O4 N P ,kd_pls_2
932.5303,13060.7,0.38,932.5334,-3.06,26,C60 H72 O7 N2 ,kd_pls_2
932.8625,5780.2,0.17,932.8641,-1.55,3.5,C59 H114 O6 N ,kd_pls_2
933.5349,2639,0.08,933.533,1.88,25.5,C60 H74 O5 N2 P ,kd_pls_2
933.8662,3766.1,0.11,933.8636,2.56,3,C59 H116 O4 N P ,kd_pls_2
953.5087,3701.2,0.11,953.5099,-1.22,29.5,C62 H69 O7 N2 ,kd_pls_2
954.8466,2772.8,0.08,954.8484,-1.78,6.5,C61 H112 O6 N ,kd_pls_2
955.7072,2446,0.07,955.7051,2.06,14.5,C60 H96 O5 N2 P ,kd_pls_2
958.8784,2506.4,0.07,958.8797,-1.33,4.5,C61 H116 O6 N ,kd_pls_2
963.5859,7966.9,0.23,963.5882,-2.25,24.5,C62 H79 O7 N2 ,kd_pls_2
964.5895,4273.3,0.13,964.5878,1.7,24,C62 H81 O5 N2 P ,kd_pls_2
978.5614,2411.1,0.07,978.5585,2.93,29.5,C66 H77 O4 N P ,kd_pls_2
500.3318,4719.8,0.13,500.3347,-2.87,-0.5,C23 H51 O8 N P ,kd_pls_3
502.2926,21449.1,0.61,502.2928,-0.21,4.5,C25 H45 O7 N P ,kd_pls_3
502.3263,3660.6,0.1,502.3249,1.48,4,C25 H46 O8 N2 ,kd_pls_3
502.3474,7872,0.22,502.3527,-5.29,7.5,C30 H48 O5 N ,kd_pls_3
503.2959,3414.7,0.1,503.3006,-4.78,4,C25 H46 O7 N P ,kd_pls_3
504.3051,10883.8,0.31,504.3085,-3.38,3.5,C25 H47 O7 N P ,kd_pls_3
506.3388,3126.5,0.09,506.3394,-0.55,6.5,C29 H49 O4 N P ,kd_pls_3
506.3598,5722.8,0.16,506.3605,-0.68,1.5,C26 H53 O6 N P ,kd_pls_3
508.3391,7131.9,0.2,508.3398,-0.65,1.5,C25 H51 O7 N P ,kd_pls_3
508.3756,8249.7,0.24,508.3762,-0.58,0.5,C26 H55 O6 N P ,kd_pls_3
510.3548,6971,0.2,510.3554,-0.65,0.5,C25 H53 O7 N P ,kd_pls_3
512.2717,7265.9,0.21,512.2772,-5.42,6.5,C26 H43 O7 N P ,kd_pls_3
514.3885,5472.4,0.16,514.3891,-0.61,7.5,C32 H52 O4 N ,kd_pls_3
516.3055,63269.7,1.81,516.3085,-2.97,4.5,C26 H47 O7 N P ,kd_pls_3
517.3089,16593,0.47,517.3061,2.79,13.5,C32 H41 O4 N2 ,kd_pls_3
518.3211,106947.5,3.05,518.3241,-3,3.5,C26 H49 O7 N P ,kd_pls_3
518.4925,4171.3,0.12,518.5017,-9.17,-1,C30 H66 O4 N2 ,kd_pls_3
519.3244,23956.5,0.68,519.3217,2.68,12.5,C32 H43 O4 N2 ,kd_pls_3
519.3438,4023.1,0.11,519.3429,0.96,7.5,C29 H47 O6 N2 ,kd_pls_3
520.3392,28093.3,0.8,520.3398,-0.6,2.5,C26 H51 O7 N P ,kd_pls_3
520.5082,23810.7,0.68,520.481,27.25,-1,C29 H64 O5 N2 ,kd_pls_3
521.3425,7303.7,0.21,521.3476,-5.06,2,C26 H52 O7 N P ,kd_pls_3
521.5116,7599.7,0.22,521.465,46.58,-1,C29 H63 O6 N ,kd_pls_3
522.3135,3496.7,0.1,522.3088,4.66,12,C31 H42 O5 N2 ,kd_pls_3
522.3549,215405.6,6.15,522.3554,-0.51,1.5,C26 H53 O7 N P ,kd_pls_3
523.3579,52121.4,1.49,523.353,4.85,10.5,C32 H47 O4 N2 ,kd_pls_3
524.2744,8766.5,0.25,524.2772,-2.76,7.5,C27 H43 O7 N P ,kd_pls_3
524.3083,2596.5,0.07,524.3092,-0.91,7,C27 H44 O8 N2 ,kd_pls_3
524.3293,10897.1,0.31,524.3245,4.79,11,C31 H44 O5 N2 ,kd_pls_3
524.3613,2596.1,0.07,524.3609,0.4,10,C32 H48 O4 N2 ,kd_pls_3
524.3705,179264.4,5.12,524.3711,-0.53,0.5,C26 H55 O7 N P ,kd_pls_3
525.3737,45272.4,1.29,525.3687,5.04,9.5,C32 H49 O4 N2 ,kd_pls_3
526.2925,2032.7,0.06,526.2928,-0.28,6.5,C27 H45 O7 N P ,kd_pls_3
526.3773,3584.7,0.1,526.3765,0.81,9,C32 H50 O4 N2 ,kd_pls_3
526.3945,4679.1,0.13,526.3976,-3.15,4,C29 H54 O6 N2 ,kd_pls_3
528.3078,2242.2,0.06,528.3085,-0.71,5.5,C27 H47 O7 N P ,kd_pls_3
528.3628,4796.3,0.14,528.366,-3.18,-0.5,C25 H55 O8 N P ,kd_pls_3
530.3787,3045.8,0.09,530.384,-5.31,7.5,C32 H52 O5 N ,kd_pls_3
532.2793,3700,0.11,532.2779,1.41,10,C28 H40 O8 N2 ,kd_pls_3
532.3839,19588,0.56,532.3844,-0.53,2.5,C28 H54 O8 N ,kd_pls_3
533.3871,3750.1,0.11,533.384,3.17,2,C28 H56 O6 N P ,kd_pls_3
534.295,6831.1,0.2,534.2936,1.47,9,C28 H42 O8 N2 ,kd_pls_3
536.9975,1906.1,0.05,,,,,kd_pls_3
537.5348,9373.8,0.27,537.4752,59.6,3,C33 H63 O4 N ,kd_pls_3
538.2875,10945.6,0.31,538.2928,-5.35,7.5,C28 H45 O7 N P ,kd_pls_3
538.5187,6303.3,0.18,538.483,35.71,2.5,C33 H64 O4 N ,kd_pls_3
538.5383,2475.6,0.07,538.483,55.31,2.5,C33 H64 O4 N ,kd_pls_3
539.2908,1807.8,0.05,539.2881,2.7,7.5,C27 H44 O7 N2 P ,kd_pls_3
540.3031,40055.9,1.14,540.2983,4.89,16,C34 H40 O4 N2 ,kd_pls_3
541.3065,8993.1,0.26,541.3061,0.41,15.5,C34 H41 O4 N2 ,kd_pls_3
541.38,1913.2,0.05,541.3765,3.56,4.5,C29 H54 O5 N2 P ,kd_pls_3
542.3201,5657.3,0.16,542.3241,-3.98,5.5,C28 H49 O7 N P ,kd_pls_3
542.3246,6803.6,0.19,542.3241,0.5,5.5,C28 H49 O7 N P ,kd_pls_3
543.3241,1855.1,0.05,543.3217,2.41,14.5,C34 H43 O4 N2 ,kd_pls_3
544.3396,83447.6,2.38,544.3398,-0.16,4.5,C28 H51 O7 N P ,kd_pls_3
545.3387,9374,0.27,545.3374,1.27,13.5,C34 H45 O4 N2 ,kd_pls_3
545.3432,25832.5,0.74,545.3476,-4.39,4,C28 H52 O7 N P ,kd_pls_3
546.2564,1809.2,0.05,546.2615,-5.17,10.5,C29 H41 O7 N P ,kd_pls_3
546.352,41840.2,1.2,546.3554,-3.39,3.5,C28 H53 O7 N P ,kd_pls_3
547.3551,11010,0.31,547.353,2.11,12.5,C34 H47 O4 N2 ,kd_pls_3
547.4702,2570.2,0.07,547.4681,2.13,0.5,C30 H63 O6 N2 ,kd_pls_3
550.3446,2003,0.06,550.3401,4.46,12,C33 H46 O5 N2 ,kd_pls_3
550.3862,2203.2,0.06,550.3867,-0.48,1.5,C28 H57 O7 N P ,kd_pls_3
551.3064,2014.7,0.06,551.3033,3.04,12.5,C32 H44 O4 N2 P ,kd_pls_3
551.3282,2714.2,0.08,551.3245,3.73,7.5,C29 H48 O6 N2 P ,kd_pls_3
552.3606,3421,0.1,552.3558,4.84,11,C33 H48 O5 N2 ,kd_pls_3
560.3108,4795.6,0.14,560.3092,1.58,10,C30 H44 O8 N2 ,kd_pls_3
560.5007,12109.5,0.35,560.5123,-11.55,0,C32 H68 O5 N2 ,kd_pls_3
561.5042,3914.4,0.11,561.4963,7.86,0,C32 H67 O6 N ,kd_pls_3
562.3265,3116.5,0.09,562.3249,1.61,9,C30 H46 O8 N2 ,kd_pls_3
564.3059,3616.3,0.1,564.3085,-2.6,8.5,C30 H47 O7 N P ,kd_pls_3
565.5662,25400.5,0.73,565.5065,59.71,3,C35 H67 O4 N ,kd_pls_3
566.3215,37892.4,1.08,566.3241,-2.6,7.5,C30 H49 O7 N P ,kd_pls_3
566.5695,10113.5,0.29,566.5143,55.19,2.5,C35 H68 O4 N ,kd_pls_3
567.325,9093.2,0.26,567.3217,3.31,16.5,C36 H43 O4 N2 ,kd_pls_3
568.3339,11491.4,0.33,568.3296,4.35,16,C36 H44 O4 N2 ,kd_pls_3
568.3399,6595.2,0.19,568.3398,0.17,6.5,C30 H51 O7 N P ,kd_pls_3
569.338,3534.1,0.1,569.3374,0.59,15.5,C36 H45 O4 N2 ,kd_pls_3
570.3553,7230.5,0.21,570.3554,-0.16,5.5,C30 H53 O7 N P ,kd_pls_3
570.4208,8876.5,0.25,570.4239,-3.08,4,C31 H58 O7 N2 ,kd_pls_3
572.3707,4833.6,0.14,572.3711,-0.32,4.5,C30 H55 O7 N P ,kd_pls_3
575.5025,5157.7,0.15,575.5037,-1.15,0,C33 H70 O4 N P ,kd_pls_3
576.41,6048.6,0.17,576.4133,-3.29,7,C33 H56 O6 N2 ,kd_pls_3
576.5062,3498.8,0.1,576.5072,-1.01,0,C32 H68 O6 N2 ,kd_pls_3
577.5186,15680.8,0.45,577.5193,-0.76,-1,C33 H72 O4 N P ,kd_pls_3
578.5214,3983.1,0.11,578.5228,-1.49,-1,C32 H70 O6 N2 ,kd_pls_3
579.2923,16937.9,0.48,579.2956,-3.21,9,C30 H46 O8 N P ,kd_pls_3
580.2956,4997.2,0.14,580.2932,2.43,18,C36 H40 O5 N2 ,kd_pls_3
587.5488,3699.2,0.11,587.5483,0.52,0,C35 H73 O5 N ,kd_pls_3
590.3216,2172.4,0.06,590.3241,-2.53,9.5,C32 H49 O7 N P ,kd_pls_3
590.4252,2036.6,0.06,590.4289,-3.74,7,C34 H58 O6 N2 ,kd_pls_3
592.3369,1951.8,0.06,592.3398,-2.88,8.5,C32 H51 O7 N P ,kd_pls_3
593.5975,25729.7,0.73,593.5378,59.72,3,C37 H71 O4 N ,kd_pls_3
594.3527,1819.3,0.05,594.3554,-2.73,7.5,C32 H53 O7 N P ,kd_pls_3
594.6008,8203.5,0.23,594.5456,55.22,2.5,C37 H72 O4 N ,kd_pls_3
598.4518,1850.7,0.05,598.4552,-3.32,4,C33 H62 O7 N2 ,kd_pls_3
599.5029,1869.5,0.05,599.5037,-0.77,2,C35 H70 O4 N P ,kd_pls_3
603.5348,2873,0.08,603.535,-0.15,0,C35 H74 O4 N P ,kd_pls_3
604.4553,2127.9,0.06,604.4572,-1.85,6.5,C36 H62 O6 N ,kd_pls_3
604.5376,2843.6,0.08,604.5385,-0.94,0,C34 H72 O6 N2 ,kd_pls_3
604.79,1857.8,0.05,,,,,kd_pls_3
605.5497,5976.4,0.17,605.5506,-1,-1,C35 H76 O4 N P ,kd_pls_3
607.3908,10871.1,0.31,607.3871,3.74,7.5,C33 H56 O6 N2 P ,kd_pls_3
607.5655,8217.3,0.23,607.5534,12.12,3,C38 H73 O4 N ,kd_pls_3
608.3939,4149.7,0.12,608.3946,-0.68,11.5,C37 H54 O6 N ,kd_pls_3
608.4647,1898.5,0.05,608.465,-0.29,0.5,C32 H67 O7 N P ,kd_pls_3
608.5689,2380.2,0.07,608.5612,7.62,2.5,C38 H74 O4 N ,kd_pls_3
614.4469,9287.7,0.27,614.4501,-3.15,4,C33 H62 O8 N2 ,kd_pls_3
615.5803,2620.7,0.07,615.5796,0.68,0,C37 H77 O5 N ,kd_pls_3
620.4362,2642.8,0.08,620.4395,-3.33,7,C35 H60 O7 N2 ,kd_pls_3
623.8029,1896.2,0.05,,,,,kd_pls_3
625.5187,4208.9,0.12,625.5193,-0.64,3,C37 H72 O4 N P ,kd_pls_3
627.5343,31402.6,0.9,627.535,-0.75,2,C37 H74 O4 N P ,kd_pls_3
628.5376,12507.5,0.36,628.5385,-0.86,2,C36 H72 O6 N2 ,kd_pls_3
628.6019,2125.4,0.06,628.6113,-9.33,0,C38 H80 O4 N2 ,kd_pls_3
629.5495,6179.1,0.18,629.5506,-1.18,1,C37 H76 O4 N P ,kd_pls_3
630.5533,2095.1,0.06,630.5541,-0.82,1,C36 H74 O6 N2 ,kd_pls_3
630.618,9350.3,0.27,630.6269,-8.92,-1,C38 H82 O4 N2 ,kd_pls_3
631.6212,5163.7,0.15,631.6109,10.31,-1,C38 H81 O5 N ,kd_pls_3
632.6331,2485.1,0.07,632.6062,26.96,-1,C37 H80 O5 N2 ,kd_pls_3
634.5395,1842.9,0.05,634.5405,-0.96,4.5,C39 H72 O5 N ,kd_pls_3
636.4595,92289.4,2.64,636.4599,-0.38,1.5,C33 H67 O8 N P ,kd_pls_3
