mz,intensity,rel.intensity,theo.mass,delta,rdb,comp,sample
502.2929,6864.2,0.39,502.2928,0.11,4.5,C25 H45 O7 N P ,sc_nuc_1
502.3373,5664,0.32,502.3374,-0.15,3.5,C26 H48 O8 N ,sc_nuc_1
502.3739,3733.6,0.21,502.3738,0.05,2.5,C27 H52 O7 N ,sc_nuc_1
504.3056,3556.5,0.2,504.3085,-2.91,3.5,C25 H47 O7 N P ,sc_nuc_1
506.3393,3452.1,0.2,506.3394,-0.08,6.5,C29 H49 O4 N P ,sc_nuc_1
508.4719,4016.7,0.23,508.4446,27.31,-1,C27 H60 O6 N2 ,sc_nuc_1
509.2873,52922.3,3.03,509.2857,1.56,7.5,C26 H41 O8 N2 ,sc_nuc_1
510.2906,13435.9,0.77,510.2936,-3.01,7,C26 H42 O8 N2 ,sc_nuc_1
511.2944,4345.7,0.25,511.2932,1.21,6.5,C26 H44 O6 N2 P ,sc_nuc_1
512.4157,6694.6,0.38,512.4184,-2.72,3,C29 H56 O5 N2 ,sc_nuc_1
514.3889,6570.4,0.38,514.3891,-0.18,7.5,C32 H52 O4 N ,sc_nuc_1
515.3578,8125.8,0.47,515.3582,-0.35,-1,C24 H54 O8 N P ,sc_nuc_1
516.3059,9248.3,0.53,516.3085,-2.54,4.5,C26 H47 O7 N P ,sc_nuc_1
517.3531,5582,0.32,517.3527,0.45,3,C27 H52 O6 N P ,sc_nuc_1
518.3214,12022.1,0.69,518.3241,-2.76,3.5,C26 H49 O7 N P ,sc_nuc_1
519.3443,3315.1,0.19,519.3429,1.41,7.5,C29 H47 O6 N2 ,sc_nuc_1
519.441,3152.4,0.18,519.4411,-0.14,0,C29 H62 O4 N P ,sc_nuc_1
520.3326,10179.4,0.58,520.3296,3.08,12,C32 H44 O4 N2 ,sc_nuc_1
520.3397,12752.1,0.73,520.3398,-0.11,2.5,C26 H51 O7 N P ,sc_nuc_1
520.5087,10355.1,0.59,520.481,27.72,-1,C29 H64 O5 N2 ,sc_nuc_1
521.4564,11087.4,0.64,521.4567,-0.37,-1,C29 H64 O4 N P ,sc_nuc_1
521.5119,3380.9,0.19,521.465,46.94,-1,C29 H63 O6 N ,sc_nuc_1
522.3553,69774.4,4,522.3554,-0.12,1.5,C26 H53 O7 N P ,sc_nuc_1
523.3585,19619.7,1.13,523.3632,-4.71,1,C26 H54 O7 N P ,sc_nuc_1
523.4721,4469.7,0.26,523.4595,12.6,3,C32 H61 O4 N ,sc_nuc_1
524.3297,4376.7,0.25,524.3347,-4.96,1.5,C25 H51 O8 N P ,sc_nuc_1
524.3709,45631.7,2.62,524.3711,-0.14,0.5,C26 H55 O7 N P ,sc_nuc_1
525.2879,6919.3,0.4,525.2877,0.26,11.5,C30 H42 O4 N2 P ,sc_nuc_1
525.3742,13925,0.8,525.3789,-4.68,0,C26 H56 O7 N P ,sc_nuc_1
526.41,4003.6,0.23,526.4102,-0.21,3.5,C30 H56 O6 N ,sc_nuc_1
527.2862,9627.2,0.55,527.2878,-1.55,11,C30 H41 O7 N ,sc_nuc_1
531.4076,17276.5,0.99,531.4047,2.93,2,C29 H58 O5 N P ,sc_nuc_1
532.3843,465815.4,26.71,532.3844,-0.12,2.5,C28 H54 O8 N ,sc_nuc_1
532.411,5241.7,0.3,532.4125,-1.57,1.5,C29 H59 O5 N P ,sc_nuc_1
533.3876,130283.5,7.47,533.384,3.63,2,C28 H56 O6 N P ,sc_nuc_1
534.3913,14027.4,0.8,534.3918,-0.49,1.5,C28 H57 O6 N P ,sc_nuc_1
535.5084,9356.7,0.54,535.4806,27.72,-1,C30 H65 O6 N ,sc_nuc_1
537.3397,213071.4,12.22,537.3425,-2.78,2,C26 H52 O8 N P ,sc_nuc_1
537.5239,8285.4,0.48,537.4752,48.74,3,C33 H63 O4 N ,sc_nuc_1
537.5352,8901.8,0.51,537.4752,60.02,3,C33 H63 O4 N ,sc_nuc_1
538.343,57340.5,3.29,538.3401,2.89,11,C32 H46 O5 N2 ,sc_nuc_1
538.5192,6744,0.39,538.483,36.25,2.5,C33 H64 O4 N ,sc_nuc_1
539.3467,4916.5,0.28,539.3456,1.14,1.5,C25 H52 O8 N2 P ,sc_nuc_1
539.3661,5999.4,0.34,539.3691,-2.94,5.5,C29 H51 O7 N2 ,sc_nuc_1
540.447,5141.4,0.29,540.4497,-2.67,3,C31 H60 O5 N2 ,sc_nuc_1
541.2621,4617.8,0.26,541.2588,3.35,12,C30 H40 O6 N P ,sc_nuc_1
541.3803,4090.4,0.23,541.3765,3.81,4.5,C29 H54 O5 N2 P ,sc_nuc_1
542.3248,3845.9,0.22,542.3241,0.73,5.5,C28 H49 O7 N P ,sc_nuc_1
543.3962,3396.5,0.19,543.3921,4.1,3.5,C29 H56 O5 N2 P ,sc_nuc_1
544.3351,3975,0.23,544.3398,-4.69,4.5,C28 H51 O7 N P ,sc_nuc_1
544.3402,28182.8,1.62,544.3398,0.46,4.5,C28 H51 O7 N P ,sc_nuc_1
545.3438,9303.2,0.53,545.3476,-3.82,4,C28 H52 O7 N P ,sc_nuc_1
546.3518,3955.3,0.23,546.3554,-3.65,3.5,C28 H53 O7 N P ,sc_nuc_1
546.3573,3311.1,0.19,546.3578,-0.49,12.5,C35 H48 O4 N ,sc_nuc_1
546.3636,7692.1,0.44,546.3663,-2.78,8,C31 H50 O6 N2 ,sc_nuc_1
546.4,6928.7,0.4,546.4,-0.09,2.5,C29 H56 O8 N ,sc_nuc_1
547.3992,3856.1,0.22,547.3996,-0.41,2,C29 H58 O6 N P ,sc_nuc_1
547.472,19523,1.12,547.4724,-0.45,0,C31 H66 O4 N P ,sc_nuc_1
548.4751,5568,0.32,548.4759,-0.77,0,C30 H64 O6 N2 ,sc_nuc_1
548.5037,4333.6,0.25,548.5123,-8.6,-1,C31 H68 O5 N2 ,sc_nuc_1
549.4876,27627.8,1.58,549.488,-0.41,-1,C31 H68 O4 N P ,sc_nuc_1
550.4911,11260.1,0.65,550.4915,-0.44,-1,C30 H66 O6 N2 ,sc_nuc_1
551.3103,3401.2,0.2,551.3116,-1.3,12.5,C32 H43 O6 N2 ,sc_nuc_1
551.3284,11142.1,0.64,551.3245,3.93,7.5,C29 H48 O6 N2 P ,sc_nuc_1
551.5035,9993,0.57,551.4908,12.67,3,C34 H65 O4 N ,sc_nuc_1
552.5066,4167.7,0.24,552.4986,8,2.5,C34 H66 O4 N ,sc_nuc_1
553.3137,98305.5,5.64,553.3163,-2.63,7,C29 H48 O7 N P ,sc_nuc_1
553.3898,3954.1,0.23,553.3891,0.79,5,C31 H56 O5 N P ,sc_nuc_1
554.3169,26858.5,1.54,554.3139,2.96,16,C35 H42 O4 N2 ,sc_nuc_1
555.3114,4313.2,0.25,555.3108,0.6,11,C32 H46 O5 N P ,sc_nuc_1
556.4419,7655.9,0.44,556.4446,-2.68,3,C31 H60 O6 N2 ,sc_nuc_1
556.4934,4467.2,0.26,556.4936,-0.14,1.5,C33 H66 O5 N ,sc_nuc_1
560.5009,6748.4,0.39,560.5123,-11.39,0,C32 H68 O5 N2 ,sc_nuc_1
561.4486,4429.6,0.25,561.4473,1.25,1.5,C30 H61 O7 N2 ,sc_nuc_1
561.5239,3111.2,0.18,561.5201,3.83,-0.5,C32 H69 O5 N2 ,sc_nuc_1
563.5035,3237,0.19,563.5037,-0.19,-1,C32 H70 O4 N P ,sc_nuc_1
563.5397,8178.5,0.47,563.5119,27.79,-1,C32 H69 O6 N ,sc_nuc_1
564.3588,9774.8,0.56,564.3558,3.02,12,C34 H48 O5 N2 ,sc_nuc_1
564.543,4571.9,0.26,564.5072,35.85,-1,C31 H68 O6 N2 ,sc_nuc_1
565.5666,19687.2,1.13,565.5065,60.16,3,C35 H67 O4 N ,sc_nuc_1
566.3223,7735.9,0.44,566.3241,-1.83,7.5,C30 H49 O7 N P ,sc_nuc_1
566.5699,8141,0.47,566.5143,55.6,2.5,C35 H68 O4 N ,sc_nuc_1
569.3144,7366.8,0.42,569.3139,0.5,11.5,C32 H46 O5 N2 P ,sc_nuc_1
570.4208,3918.2,0.22,570.4239,-3.02,4,C31 H58 O7 N2 ,sc_nuc_1
575.5035,21074.7,1.21,575.5037,-0.2,0,C33 H70 O4 N P ,sc_nuc_1
576.4105,580512.4,33.29,576.4133,-2.75,7,C33 H56 O6 N2 ,sc_nuc_1
576.5068,8847.7,0.51,576.5072,-0.41,0,C32 H68 O6 N2 ,sc_nuc_1
577.4139,181322.1,10.4,577.4129,1.01,6.5,C33 H58 O4 N2 P ,sc_nuc_1
577.519,20693.1,1.19,577.5193,-0.33,-1,C33 H72 O4 N P ,sc_nuc_1
578.4175,19810.8,1.14,578.418,-0.47,1.5,C30 H61 O7 N P ,sc_nuc_1
578.5223,6972.5,0.4,578.5228,-0.51,-1,C32 H70 O6 N2 ,sc_nuc_1
579.5345,7563.5,0.43,579.5221,12.39,3,C36 H69 O4 N ,sc_nuc_1
581.366,171272.9,9.82,581.3628,3.2,11,C35 H52 O4 N P ,sc_nuc_1
582.3693,49740.8,2.85,582.3707,-1.39,10.5,C35 H53 O4 N P ,sc_nuc_1
582.5091,13908.2,0.8,582.5092,-0.07,2.5,C35 H68 O5 N ,sc_nuc_1
583.3731,3847.6,0.22,583.3742,-1.05,10.5,C34 H51 O6 N2 ,sc_nuc_1
583.4275,3703.6,0.21,583.4234,4.08,4.5,C32 H60 O5 N2 P ,sc_nuc_1
583.5123,6512.5,0.37,583.517,-4.73,2,C35 H69 O5 N ,sc_nuc_1
584.4733,4453.3,0.26,584.4759,-2.58,3,C33 H64 O6 N2 ,sc_nuc_1
584.5247,12329.7,0.71,584.5249,-0.13,1.5,C35 H70 O5 N ,sc_nuc_1
585.2882,3673.8,0.21,585.2877,0.52,16.5,C35 H42 O4 N2 P ,sc_nuc_1
585.443,4171.9,0.24,585.4391,3.93,3.5,C32 H62 O5 N2 P ,sc_nuc_1
585.5282,5830.6,0.33,585.5327,-4.49,1,C35 H71 O5 N ,sc_nuc_1
587.4644,11537.2,0.66,587.463,1.41,2.5,C32 H63 O7 N2 ,sc_nuc_1
587.5486,3007.2,0.17,587.5483,0.3,0,C35 H73 O5 N ,sc_nuc_1
588.4678,4854.1,0.28,588.4708,-2.98,2,C32 H64 O7 N2 ,sc_nuc_1
589.4802,9435.7,0.54,589.4786,1.61,1.5,C32 H65 O7 N2 ,sc_nuc_1
590.3896,7153,0.41,590.3926,-2.93,8,C33 H54 O7 N2 ,sc_nuc_1
590.4262,7594.4,0.44,590.4289,-2.78,7,C34 H58 O6 N2 ,sc_nuc_1
590.4836,3395.2,0.19,590.4865,-2.83,1,C32 H66 O7 N2 ,sc_nuc_1
593.5979,15152.9,0.87,593.5378,60.19,3,C37 H71 O4 N ,sc_nuc_1
594.6012,8558.5,0.49,594.5456,55.66,2.5,C37 H72 O4 N ,sc_nuc_1
597.3399,138886.8,7.96,597.3425,-2.56,7,C31 H52 O8 N P ,sc_nuc_1
598.3432,39834.8,2.28,598.3401,3.11,16,C37 H46 O5 N2 ,sc_nuc_1
598.577,4129.7,0.24,598.5769,0.16,0.5,C37 H76 O4 N ,sc_nuc_1
599.3381,8241,0.47,599.337,1.12,11,C34 H50 O6 N P ,sc_nuc_1
600.4681,4323.5,0.25,600.4708,-2.66,3,C33 H64 O7 N2 ,sc_nuc_1
603.535,10287.9,0.59,603.535,-0.02,0,C35 H74 O4 N P ,sc_nuc_1
604.5385,4049.7,0.23,604.5385,0,0,C34 H72 O6 N2 ,sc_nuc_1
605.5504,6325.2,0.36,605.5506,-0.22,-1,C35 H76 O4 N P ,sc_nuc_1
607.3841,3771.4,0.22,607.3867,-2.67,12,C37 H53 O6 N ,sc_nuc_1
607.3911,37095.2,2.13,607.3871,4.07,7.5,C33 H56 O6 N2 P ,sc_nuc_1
607.566,9763.1,0.56,607.5534,12.56,3,C38 H73 O4 N ,sc_nuc_1
608.3851,6548.8,0.38,608.3863,-1.22,11.5,C37 H55 O4 N P ,sc_nuc_1
608.3944,14068.2,0.81,608.3946,-0.14,11.5,C37 H54 O6 N ,sc_nuc_1
608.525,3812.1,0.22,608.5249,0.12,3.5,C37 H70 O5 N ,sc_nuc_1
608.5694,4866.8,0.28,608.5612,8.16,2.5,C38 H74 O4 N ,sc_nuc_1
610.5405,22286.9,1.28,610.5405,-0.01,2.5,C37 H72 O5 N ,sc_nuc_1
611.5439,9397.6,0.54,611.5483,-4.43,2,C37 H73 O5 N ,sc_nuc_1
612.5563,12839.9,0.74,612.5562,0.13,1.5,C37 H74 O5 N ,sc_nuc_1
613.2716,19291.6,1.11,613.2673,4.22,13.5,C32 H42 O8 N2 P ,sc_nuc_1
613.3406,3919.2,0.22,613.3401,0.52,11.5,C34 H50 O6 N2 P ,sc_nuc_1
613.5596,4979.4,0.29,613.564,-4.37,1,C37 H75 O5 N ,sc_nuc_1
614.275,3130.7,0.18,614.2752,-0.12,13,C32 H43 O8 N2 P ,sc_nuc_1
614.4473,4140.4,0.24,614.4501,-2.77,4,C33 H62 O8 N2 ,sc_nuc_1
614.4837,4011.1,0.23,614.4865,-2.71,3,C34 H66 O7 N2 ,sc_nuc_1
614.5719,5100,0.29,614.5718,0.08,0.5,C37 H76 O5 N ,sc_nuc_1
615.4959,15250.1,0.87,615.4943,1.64,2.5,C34 H67 O7 N2 ,sc_nuc_1
615.5794,3322.1,0.19,615.5796,-0.18,0,C37 H77 O5 N ,sc_nuc_1
616.4991,5168.8,0.3,616.5021,-3.03,2,C34 H68 O7 N2 ,sc_nuc_1
617.5117,11676.1,0.67,617.5099,1.76,1.5,C34 H69 O7 N2 ,sc_nuc_1
619.5267,3496.5,0.2,619.5256,1.1,0.5,C34 H71 O7 N2 ,sc_nuc_1
620.4368,640669.7,36.74,620.4395,-2.68,7,C35 H60 O7 N2 ,sc_nuc_1
621.4402,206716.3,11.85,621.4391,1.09,6.5,C35 H62 O5 N2 P ,sc_nuc_1
622.4437,27563.7,1.58,622.4442,-0.55,1.5,C32 H65 O8 N P ,sc_nuc_1
624.5559,3310.2,0.19,624.5562,-0.26,2.5,C38 H74 O5 N ,sc_nuc_1
625.3923,155702.5,8.93,625.3891,3.22,11,C37 H56 O5 N P ,sc_nuc_1
626.3956,48079.7,2.76,626.3969,-1.3,10.5,C37 H57 O5 N P ,sc_nuc_1
626.5354,4577.3,0.26,626.5354,-0.05,2.5,C37 H72 O6 N ,sc_nuc_1
627.399,4848.4,0.28,627.4004,-1.35,10.5,C36 H55 O7 N2 ,sc_nuc_1
627.5347,15375.7,0.88,627.535,-0.34,2,C37 H74 O4 N P ,sc_nuc_1
628.4991,3709.3,0.21,628.5021,-2.97,3,C35 H68 O7 N2 ,sc_nuc_1
628.538,8210,0.47,628.5385,-0.51,2,C36 H72 O6 N2 ,sc_nuc_1
628.5511,3761.6,0.22,628.5511,0.07,1.5,C37 H74 O6 N ,sc_nuc_1
629.5499,3518.5,0.2,629.5506,-0.71,1,C37 H76 O4 N P ,sc_nuc_1
630.6185,4797.1,0.28,630.6269,-8.37,-1,C38 H82 O4 N2 ,sc_nuc_1
634.4158,6777.9,0.39,634.4188,-2.93,8,C35 H58 O8 N2 ,sc_nuc_1
634.4524,8316.3,0.48,634.4552,-2.75,7,C36 H62 O7 N2 ,sc_nuc_1
634.5404,3642.4,0.21,634.5405,-0.07,4.5,C39 H72 O5 N ,sc_nuc_1
636.4599,99985.2,5.73,636.4599,0.06,1.5,C33 H67 O8 N P ,sc_nuc_1
636.5563,6747.7,0.39,636.5562,0.11,3.5,C39 H74 O5 N ,sc_nuc_1
637.4632,32363.3,1.86,637.4677,-4.47,1,C33 H68 O8 N P ,sc_nuc_1
638.4668,4124.9,0.24,638.4653,1.49,10,C39 H62 O5 N2 ,sc_nuc_1
638.5721,12370.3,0.71,638.5718,0.25,2.5,C39 H76 O5 N ,sc_nuc_1
639.575,4284.9,0.25,639.5796,-4.61,2,C39 H77 O5 N ,sc_nuc_1
640.5877,5106,0.29,640.5875,0.25,1.5,C39 H78 O5 N ,sc_nuc_1
641.303,75202,4.31,641.301,1.95,22.5,C41 H41 O5 N2 ,sc_nuc_1
641.3663,130951.3,7.51,641.3628,3.41,16,C40 H52 O4 N P ,sc_nuc_1
641.511,3119.4,0.18,641.5099,1.12,3.5,C36 H69 O7 N2 ,sc_nuc_1
642.3063,18889.1,1.08,642.3061,0.12,17.5,C38 H44 O8 N ,sc_nuc_1
642.3695,43061.9,2.47,642.3707,-1.14,15.5,C40 H53 O4 N P ,sc_nuc_1
642.6031,8464.6,0.49,642.6031,0,0.5,C39 H80 O5 N ,sc_nuc_1
643.3645,7166.8,0.41,643.3656,-1.08,20,C43 H49 O4 N ,sc_nuc_1
643.3732,4123.5,0.24,643.3742,-0.97,15.5,C39 H51 O6 N2 ,sc_nuc_1
643.5274,7109.7,0.41,643.5256,1.86,2.5,C36 H71 O7 N2 ,sc_nuc_1
644.4943,6054.5,0.35,644.497,-2.74,3,C35 H68 O8 N2 ,sc_nuc_1
644.5307,4326.1,0.25,644.5334,-2.67,2,C36 H72 O7 N2 ,sc_nuc_1
644.5609,3018.1,0.17,644.5612,-0.3,5.5,C41 H74 O4 N ,sc_nuc_1
645.5423,3121.5,0.18,645.5412,1.09,1.5,C36 H73 O7 N2 ,sc_nuc_1
646.2584,8046.5,0.46,646.2564,1.97,17.5,C36 H41 O8 N P ,sc_nuc_1
646.5766,3549.9,0.2,646.5769,-0.24,4.5,C41 H76 O4 N ,sc_nuc_1
646.6135,3758.7,0.22,646.6218,-8.37,-1,C38 H82 O5 N2 ,sc_nuc_1
647.4588,9896.1,0.57,647.4547,4.08,7.5,C37 H64 O5 N2 P ,sc_nuc_1
647.5584,9172.2,0.53,647.5569,1.49,0.5,C36 H75 O7 N2 ,sc_nuc_1
648.4624,3792.9,0.22,648.4623,0.15,11.5,C41 H62 O5 N ,sc_nuc_1
648.629,7557.5,0.43,648.6011,27.86,-1,C37 H80 O6 N2 ,sc_nuc_1
649.6322,3793.2,0.22,649.6004,31.86,3,C41 H79 O4 N ,sc_nuc_1
650.4757,5567,0.32,650.4755,0.18,1.5,C34 H69 O8 N P ,sc_nuc_1
652.4113,5284.6,0.3,652.4125,-1.27,11.5,C39 H59 O5 N P ,sc_nuc_1
652.5513,5785.3,0.33,652.5514,-0.09,-1,C35 H77 O6 N2 P ,sc_nuc_1
654.5669,9282.7,0.53,654.5667,0.14,2.5,C39 H76 O6 N ,sc_nuc_1
655.5701,3199.3,0.18,655.5663,3.82,2,C39 H78 O4 N P ,sc_nuc_1
656.5829,5028.3,0.29,656.5824,0.56,1.5,C39 H78 O6 N ,sc_nuc_1
657.3675,3474.1,0.2,657.3663,1.14,11.5,C36 H54 O7 N2 P ,sc_nuc_1
658.442,27850.8,1.6,658.4442,-2.22,4.5,C35 H65 O8 N P ,sc_nuc_1
658.4738,3063.8,0.18,658.4704,3.4,13,C42 H62 O4 N2 ,sc_nuc_1
659.4452,11844.5,0.68,659.4418,3.31,13.5,C41 H59 O5 N2 ,sc_nuc_1
660.5565,4234.7,0.24,660.5565,0.02,1,C37 H77 O5 N2 P ,sc_nuc_1
662.498,3350.8,0.19,662.499,-0.99,6.5,C39 H68 O7 N ,sc_nuc_1
662.5722,5806.5,0.33,662.5721,0.1,0,C37 H79 O5 N2 P ,sc_nuc_1
662.8323,5421.9,0.31,,,,,sc_nuc_1
663.4269,5732.5,0.33,663.4258,1.06,8,C37 H62 O7 N P ,sc_nuc_1
663.4538,1743842.4,100,663.4579,-4.12,7.5,C37 H63 O8 N2 ,sc_nuc_1
663.4804,5741.7,0.33,663.4834,-2.96,2,C35 H70 O8 N P ,sc_nuc_1
664.4573,690422.5,39.59,664.4572,0.15,11.5,C41 H62 O6 N ,sc_nuc_1
664.4626,407947.6,23.39,664.4657,-3.08,7,C37 H64 O8 N2 ,sc_nuc_1
665.4654,205342,11.78,665.4653,0.06,6.5,C37 H66 O6 N2 P ,sc_nuc_1
665.5117,4204.7,0.24,665.5099,1.78,5.5,C38 H69 O7 N2 ,sc_nuc_1
666.4698,28781,1.65,666.4728,-3,10.5,C41 H64 O6 N ,sc_nuc_1
667.5272,12050,0.69,667.5256,1.59,4.5,C38 H71 O7 N2 ,sc_nuc_1
668.5306,5789.7,0.33,668.5334,-2.8,4,C38 H72 O7 N2 ,sc_nuc_1
668.5826,3073.3,0.18,668.5824,0.28,2.5,C40 H78 O6 N ,sc_nuc_1
669.3343,141328.4,8.1,669.3323,1.98,22.5,C43 H45 O5 N2 ,sc_nuc_1
669.4186,117051.1,6.71,669.4153,3.33,11,C39 H60 O6 N P ,sc_nuc_1
669.4617,6943.7,0.4,669.4626,-0.91,14.5,C43 H61 O4 N2 ,sc_nuc_1
670.3376,35139.2,2.02,670.3378,-0.14,13,C36 H51 O8 N2 P ,sc_nuc_1
670.4219,42195.6,2.42,670.4231,-1.18,10.5,C39 H61 O6 N P ,sc_nuc_1
670.6108,6316.8,0.36,670.6218,-11.05,1,C40 H82 O5 N2 ,sc_nuc_1
671.3301,3440.9,0.2,671.3327,-2.6,17.5,C39 H47 O8 N2 ,sc_nuc_1
671.4253,5436.9,0.31,671.4266,-1.26,10.5,C38 H59 O8 N2 ,sc_nuc_1
674.2897,12317.4,0.71,674.2901,-0.39,26.5,C45 H40 O5 N ,sc_nuc_1
674.5119,3347.1,0.19,674.5119,0.03,2.5,C37 H73 O7 N P ,sc_nuc_1
675.5435,9331.6,0.54,675.5436,-0.03,1.5,C37 H76 O6 N2 P ,sc_nuc_1
676.5468,4905.3,0.28,676.5428,3.99,5.5,C41 H75 O4 N P ,sc_nuc_1
678.4421,5402.8,0.31,678.4391,3.02,17,C44 H58 O4 N2 ,sc_nuc_1
678.4787,10022.3,0.57,678.4814,-2.69,7,C38 H66 O8 N2 ,sc_nuc_1
678.5069,856518.6,49.12,678.5068,0.06,1.5,C36 H73 O8 N P ,sc_nuc_1
679.4818,3320.1,0.19,679.481,0.81,6.5,C38 H68 O6 N2 P ,sc_nuc_1
679.5103,328798.1,18.85,679.5147,-4.34,1,C36 H74 O8 N P ,sc_nuc_1
680.4237,8904.4,0.51,680.4286,-4.92,7.5,C37 H63 O8 N P ,sc_nuc_1
680.4803,678045.6,38.88,680.4802,0.11,10.5,C42 H67 O4 N P ,sc_nuc_1
680.5135,47750.3,2.74,680.5123,1.24,10,C42 H68 O5 N2 ,sc_nuc_1
680.5822,6646.7,0.38,680.5824,-0.17,3.5,C41 H78 O6 N ,sc_nuc_1
681.4836,303616,17.41,681.4837,-0.07,10.5,C41 H65 O6 N2 ,sc_nuc_1
681.5168,5876.1,0.34,681.5174,-0.64,5,C39 H71 O8 N ,sc_nuc_1
681.845,3529.6,0.2,,,,,sc_nuc_1
682.1796,3720,0.21,682.2564,-76.86,20.5,C39 H41 O8 N P ,sc_nuc_1
682.4869,60005.8,3.44,682.4833,3.64,10,C41 H67 O4 N2 P ,sc_nuc_1
682.5981,7688.9,0.44,682.598,0.11,2.5,C41 H80 O6 N ,sc_nuc_1
683.4907,7057,0.4,683.4908,-0.16,14,C45 H65 O4 N ,sc_nuc_1
683.6013,3395,0.19,683.5976,3.66,2,C41 H82 O4 N P ,sc_nuc_1
684.5149,9573.4,0.55,684.5115,3.33,8.5,C42 H71 O4 N P ,sc_nuc_1
685.3924,110764.1,6.35,685.3891,3.38,16,C42 H56 O5 N P ,sc_nuc_1
685.4356,136268.1,7.81,685.434,1.56,10.5,C39 H62 O6 N2 P ,sc_nuc_1
686.3957,36044.6,2.07,686.3969,-1.16,15.5,C42 H57 O5 N P ,sc_nuc_1
686.4389,55994.5,3.21,686.4415,-2.62,14.5,C43 H60 O6 N ,sc_nuc_1
687.3907,6517.6,0.37,687.3918,-1.12,20,C45 H53 O5 N ,sc_nuc_1
687.3989,3825.1,0.22,687.4004,-1.49,15.5,C41 H55 O7 N2 ,sc_nuc_1
687.4422,11553.4,0.66,687.4411,1.14,14,C43 H62 O4 N P ,sc_nuc_1
689.5593,16543.6,0.95,689.5592,0.05,1.5,C38 H78 O6 N2 P ,sc_nuc_1
690.5068,3185.9,0.18,690.5068,-0.02,2.5,C37 H73 O8 N P ,sc_nuc_1
690.5434,10270.9,0.59,690.5432,0.15,1.5,C38 H77 O7 N P ,sc_nuc_1
690.5622,8324,0.48,690.5585,3.73,5.5,C42 H77 O4 N P ,sc_nuc_1
691.5468,4375.3,0.25,691.551,-4.25,1,C38 H78 O7 N P ,sc_nuc_1
692.5225,10793.3,0.62,692.5225,0.01,1.5,C37 H75 O8 N P ,sc_nuc_1
692.5587,6833.2,0.39,692.5589,-0.12,0.5,C38 H79 O7 N P ,sc_nuc_1
694.4958,19850.1,1.14,694.4959,-0.02,10.5,C43 H69 O4 N P ,sc_nuc_1
695.4992,8772.8,0.5,695.4994,-0.18,10.5,C42 H67 O6 N2 ,sc_nuc_1
696.4753,3703.1,0.21,696.4751,0.19,10.5,C42 H67 O5 N P ,sc_nuc_1
697.3656,206652.1,11.85,697.3636,2.04,22.5,C45 H49 O5 N2 ,sc_nuc_1
698.3689,56786.6,3.26,698.3691,-0.14,13,C38 H55 O8 N2 P ,sc_nuc_1
699.3615,6879.4,0.39,699.364,-2.49,17.5,C41 H51 O8 N2 ,sc_nuc_1
699.3723,8276.6,0.47,699.3683,4.02,17,C42 H54 O6 N P ,sc_nuc_1
700.4889,153710.1,8.81,700.4912,-2.23,4.5,C38 H71 O8 N P ,sc_nuc_1
700.5275,6371.1,0.37,700.5276,-0.08,3.5,C39 H75 O7 N P ,sc_nuc_1
701.1923,3290.9,0.19,701.2537,-61.34,24,C42 H40 O7 N P ,sc_nuc_1
701.4096,28299.7,1.62,701.4078,1.81,15.5,C42 H58 O5 N2 P ,sc_nuc_1
701.4923,55942.6,3.21,701.4888,3.47,13.5,C44 H65 O5 N2 ,sc_nuc_1
701.5595,55116.9,3.16,701.5592,0.28,2.5,C39 H78 O6 N2 P ,sc_nuc_1
701.861,4497.2,0.26,,,,,sc_nuc_1
702.3209,19316.1,1.11,702.3214,-0.52,26.5,C47 H44 O5 N ,sc_nuc_1
702.4127,10964.5,0.63,702.4129,-0.19,10.5,C39 H61 O8 N P ,sc_nuc_1
702.4955,10533.9,0.6,702.4966,-1.16,13,C44 H66 O5 N2 ,sc_nuc_1
702.5062,3037.9,0.17,702.5068,-0.6,3.5,C38 H73 O8 N P ,sc_nuc_1
702.5433,10931.2,0.63,702.5432,0.09,2.5,C39 H77 O7 N P ,sc_nuc_1
702.5626,22744.8,1.3,702.5667,-4.09,6.5,C43 H76 O6 N ,sc_nuc_1
703.3244,4280.7,0.25,703.3269,-2.5,17,C40 H50 O8 N P ,sc_nuc_1
703.5459,5974.7,0.34,703.5408,5.02,11.5,C45 H71 O4 N2 ,sc_nuc_1
703.575,693611.1,39.77,703.5749,0.19,1.5,C39 H80 O6 N2 P ,sc_nuc_1
704.5227,51595.8,2.96,704.5225,0.19,2.5,C38 H75 O8 N P ,sc_nuc_1
704.559,15082.6,0.86,704.5589,0.1,1.5,C39 H79 O7 N P ,sc_nuc_1
704.5785,289682.6,16.61,704.5824,-3.87,5.5,C43 H78 O6 N ,sc_nuc_1
705.5259,18531.7,1.06,705.5303,-4.43,2,C38 H76 O8 N P ,sc_nuc_1
705.562,4691.3,0.27,705.5667,-4.73,1,C39 H80 O7 N P ,sc_nuc_1
705.5818,49429.3,2.83,705.5819,-0.16,5,C43 H80 O4 N P ,sc_nuc_1
705.5903,57647.2,3.31,705.5902,0.12,5,C43 H79 O6 N ,sc_nuc_1
706.5384,132008.3,7.57,706.5381,0.25,1.5,C38 H77 O8 N P ,sc_nuc_1
706.5745,6278.5,0.36,706.5745,-0.05,0.5,C39 H81 O7 N P ,sc_nuc_1
