mz,intensity,rel.intensity,theo.mass,delta,rdb,comp,sample
686.4772,323358.6,0.15,686.4766,0.61,4.5,C37 H69 O8 N P ,sc_nuc_1
686.5137,188668.2,0.09,686.513,0.69,3.5,C38 H73 O7 N P ,sc_nuc_1
686.6045,1122316.5,0.53,686.6066,-2.07,1,C41 H82 O7 ,sc_nuc_1
686.6142,287654.5,0.14,686.6093,4.91,5.5,C44 H80 O4 N ,sc_nuc_1
687.4981,158972.5,0.08,687.497,1.12,3.5,C38 H72 O8 P ,sc_nuc_1
687.5455,1322335.5,0.63,687.5443,1.11,7,C42 H73 O6 N ,sc_nuc_1
687.6079,410824.7,0.19,687.6062,1.71,0.5,C41 H84 O5 P ,sc_nuc_1
688.493,987270.6,0.47,688.4923,0.73,3.5,C37 H71 O8 N P ,sc_nuc_1
688.5487,505119.3,0.24,688.5495,-0.83,2,C39 H76 O9 ,sc_nuc_1
689.4964,363068.3,0.17,689.4942,2.16,12,C44 H68 O3 N P ,sc_nuc_1
689.5372,213406.2,0.1,689.5365,0.67,2,C38 H76 O7 N P ,sc_nuc_1
689.7184,179233.2,0.08,689.6817,36.7,2.5,C46 H89 O3 ,sc_nuc_1
690.5089,217002.8,0.1,690.5079,0.94,2.5,C37 H73 O8 N P ,sc_nuc_1
690.6048,226305.2,0.11,690.6042,0.62,4.5,C43 H80 O5 N ,sc_nuc_1
692.6207,685717.8,0.32,692.6198,0.81,3.5,C43 H82 O5 N ,sc_nuc_1
693.6237,234387.9,0.11,693.6277,-3.99,3,C43 H83 O5 N ,sc_nuc_1
694.6364,501475.7,0.24,694.6355,0.9,2.5,C43 H84 O5 N ,sc_nuc_1
696.4983,511366.2,0.24,696.4974,0.9,5.5,C39 H71 O7 N P ,sc_nuc_1
697.0481,196542.6,0.09,697.148,-99.89,23.5,C37 H30 O12 P ,sc_nuc_1
697.0685,157785.9,0.07,697.148,-79.54,23.5,C37 H30 O12 P ,sc_nuc_1
697.4646,193399.4,0.09,697.4661,-1.51,1.5,C35 H70 O11 P ,sc_nuc_1
697.5018,217257.6,0.1,697.5025,-0.71,0.5,C36 H74 O10 P ,sc_nuc_1
697.966,161070.1,0.08,,,,,sc_nuc_1
698.472,444038.6,0.21,698.4708,1.27,14.5,C45 H65 O3 N P ,sc_nuc_1
698.5138,1826937.8,0.87,698.513,0.82,4.5,C39 H73 O7 N P ,sc_nuc_1
698.5586,395645.9,0.19,698.5576,0.98,3.5,C40 H76 O8 N ,sc_nuc_1
698.9736,455463.9,0.22,,,,,sc_nuc_1
699.4799,460913.8,0.22,699.4786,1.28,14,C45 H66 O3 N P ,sc_nuc_1
699.4981,220723.7,0.1,699.497,1.08,4.5,C39 H72 O8 P ,sc_nuc_1
699.517,724841.2,0.34,699.5182,-1.13,-0.5,C36 H76 O10 P ,sc_nuc_1
699.9817,319300.7,0.15,,,,,sc_nuc_1
700.5295,3881541.8,1.84,700.5287,0.81,3.5,C39 H75 O7 N P ,sc_nuc_1
701.5328,1595807.3,0.76,701.5362,-3.35,7.5,C43 H73 O7 ,sc_nuc_1
702.5088,260081.1,0.12,702.5079,0.86,3.5,C38 H73 O8 N P ,sc_nuc_1
702.5363,244771.7,0.12,702.5358,0.58,7,C43 H75 O5 P ,sc_nuc_1
702.5451,764188.3,0.36,702.5443,0.79,2.5,C39 H77 O7 N P ,sc_nuc_1
703.0397,206586.8,0.1,703.146,-106.3,22,C35 H30 O13 N P ,sc_nuc_1
703.5485,293231.7,0.14,703.5518,-3.33,6.5,C43 H75 O7 ,sc_nuc_1
706.4673,2051215,0.97,706.4665,0.85,3.5,C36 H69 O10 N P ,sc_nuc_1
707.4706,607039.5,0.29,707.4684,2.23,12,C43 H66 O5 N P ,sc_nuc_1
708.4981,515415.4,0.24,708.4974,0.78,6.5,C40 H71 O7 N P ,sc_nuc_1
709.6108,210792.5,0.1,709.614,-3.2,7.5,C47 H81 O4 ,sc_nuc_1
710.4722,178082.7,0.08,710.4708,1.45,15.5,C46 H65 O3 N P ,sc_nuc_1
710.514,327202.8,0.16,710.513,1,5.5,C40 H73 O7 N P ,sc_nuc_1
710.6317,193316.5,0.09,710.6304,1.24,2.5,C43 H84 O6 N ,sc_nuc_1
711.4803,424900.5,0.2,711.4818,-1.48,1.5,C36 H72 O11 P ,sc_nuc_1
711.9816,490911.7,0.23,,,,,sc_nuc_1
712.4699,1552777.5,0.74,712.4708,-0.89,15,C46 H64 O6 ,sc_nuc_1
712.4881,522833.8,0.25,712.4896,-1.5,1,C36 H73 O11 P ,sc_nuc_1
712.5299,183004.6,0.09,712.531,-1.18,13.5,C47 H70 O4 N ,sc_nuc_1
712.9895,359766.6,0.17,,,,,sc_nuc_1
713.4731,456336.4,0.22,713.472,1.12,6,C38 H67 O11 N ,sc_nuc_1
713.4957,204198.8,0.1,713.4942,1.5,14,C46 H68 O3 N P ,sc_nuc_1
714.3024,158642.3,0.08,714.3022,0.19,10,C34 H51 O14 P ,sc_nuc_1
714.4669,395647.9,0.19,714.4657,1.23,14.5,C45 H65 O4 N P ,sc_nuc_1
714.5088,1772214.8,0.84,714.5079,0.89,4.5,C39 H73 O8 N P ,sc_nuc_1
715.039,206498.6,0.1,715.146,-107.06,23,C36 H30 O13 N P ,sc_nuc_1
715.5121,784203.1,0.37,715.5131,-0.99,-0.5,C36 H76 O11 P ,sc_nuc_1
716.5245,4646174.5,2.2,716.5236,0.92,3.5,C39 H75 O8 N P ,sc_nuc_1
717.0545,186591.4,0.09,717.1379,-83.41,22.5,C36 H30 O14 P ,sc_nuc_1
717.472,526707.3,0.25,717.4712,0.82,4.5,C38 H70 O10 P ,sc_nuc_1
717.5277,1776998.1,0.84,717.5255,2.2,12,C46 H72 O3 N P ,sc_nuc_1
718.4764,175997.7,0.08,718.4747,1.66,4.5,C37 H68 O12 N ,sc_nuc_1
718.5313,299423.6,0.14,718.5307,0.64,7,C43 H75 O6 P ,sc_nuc_1
718.54,638106.6,0.3,718.5392,0.75,2.5,C39 H77 O8 N P ,sc_nuc_1
719.4878,683846.5,0.32,719.4869,0.98,3.5,C38 H72 O10 P ,sc_nuc_1
719.5434,179946.1,0.09,719.5412,2.26,11,C46 H74 O3 N P ,sc_nuc_1
720.4983,5355879,2.54,720.4974,0.91,7.5,C41 H71 O7 N P ,sc_nuc_1
721.5016,2322552.3,1.1,721.5025,-0.95,2.5,C38 H74 O10 P ,sc_nuc_1
722.499,2822241.5,1.34,722.5001,-1.09,11.5,C44 H68 O7 N ,sc_nuc_1
722.5139,40583424,19.23,722.513,0.87,6.5,C41 H73 O7 N P ,sc_nuc_1
723.4937,1066584.6,0.51,723.4927,0.96,7,C40 H69 O10 N ,sc_nuc_1
723.5024,869658.3,0.41,723.4997,2.66,11,C44 H70 O5 N P ,sc_nuc_1
723.5173,18289030,8.67,723.5182,-0.85,1.5,C38 H76 O10 P ,sc_nuc_1
724.4976,195470.8,0.09,724.4978,-0.21,2,C37 H72 O13 ,sc_nuc_1
724.5212,3648282.5,1.73,724.5216,-0.41,1.5,C37 H74 O12 N ,sc_nuc_1
724.5294,8269011.5,3.92,724.5287,0.78,5.5,C41 H75 O7 N P ,sc_nuc_1
725.4257,793017.6,0.38,725.4247,1.07,3.5,C35 H66 O13 P ,sc_nuc_1
725.4957,308149.5,0.15,725.4942,1.46,15,C47 H68 O3 N P ,sc_nuc_1
725.5329,3516878.3,1.67,725.5338,-0.93,0.5,C38 H78 O10 P ,sc_nuc_1
726.4292,180414.6,0.09,726.4293,-0.04,16.5,C45 H61 O5 N P ,sc_nuc_1
726.5087,168145.5,0.08,726.5079,0.76,5.5,C40 H73 O8 N P ,sc_nuc_1
726.5452,3690670,1.75,726.5443,0.84,4.5,C41 H77 O7 N P ,sc_nuc_1
727.5485,1630234.3,0.77,727.5495,-0.95,-0.5,C38 H80 O10 P ,sc_nuc_1
728.5245,839785,0.4,728.5236,0.95,4.5,C40 H75 O8 N P ,sc_nuc_1
728.5608,1958252.5,0.93,728.56,0.84,3.5,C41 H79 O7 N P ,sc_nuc_1
729.5279,240601.9,0.11,729.5287,-0.77,-0.5,C37 H78 O11 P ,sc_nuc_1
729.564,769237.1,0.36,729.5608,3.25,-1,C37 H79 O12 N ,sc_nuc_1
730.5401,648758,0.31,730.5392,0.89,3.5,C40 H77 O8 N P ,sc_nuc_1
730.5765,420200.6,0.2,730.5756,0.92,2.5,C41 H81 O7 N P ,sc_nuc_1
731.0702,256855,0.12,731.1409,-70.75,23,C36 H30 O14 N P ,sc_nuc_1
731.5434,271357.2,0.13,731.5412,2.19,12,C47 H74 O3 N P ,sc_nuc_1
733.0293,183834.3,0.09,733.148,-118.69,26.5,C40 H30 O12 P ,sc_nuc_1
733.5034,174181.7,0.08,733.5025,0.92,3.5,C39 H74 O10 P ,sc_nuc_1
734.5139,1499280,0.71,734.513,0.89,7.5,C42 H73 O7 N P ,sc_nuc_1
734.5352,1325368.9,0.63,734.5341,1.06,2.5,C39 H77 O9 N P ,sc_nuc_1
734.6315,255220.1,0.12,734.6304,1.07,4.5,C45 H84 O6 N ,sc_nuc_1
735.5168,601609.9,0.29,735.5182,-1.31,2.5,C39 H76 O10 P ,sc_nuc_1
735.5386,433092,0.21,735.5361,2.52,11,C46 H74 O4 N P ,sc_nuc_1
736.4933,1726219.1,0.82,736.4923,1.04,7.5,C41 H71 O8 N P ,sc_nuc_1
736.5296,2688299,1.27,736.5287,0.97,6.5,C42 H75 O7 N P ,sc_nuc_1
736.6469,734391,0.35,736.6461,0.86,3.5,C45 H86 O6 N ,sc_nuc_1
737.4965,806423.1,0.38,737.4974,-0.93,2.5,C38 H74 O11 P ,sc_nuc_1
737.5385,2704355,1.28,737.5389,-0.39,15,C49 H71 O4 N ,sc_nuc_1
737.6504,322847.2,0.15,737.6539,-3.52,3,C45 H87 O6 N ,sc_nuc_1
738.5088,3989713.5,1.89,738.5079,0.92,6.5,C41 H73 O8 N P ,sc_nuc_1
738.54,782238.9,0.37,738.5416,-1.62,1,C39 H79 O10 P ,sc_nuc_1
738.5473,533927.9,0.25,738.5467,0.57,14.5,C49 H72 O4 N ,sc_nuc_1
738.6628,441436.6,0.21,738.6617,1.1,2.5,C45 H88 O6 N ,sc_nuc_1
739.5123,1824071.9,0.86,739.5131,-0.79,1.5,C38 H76 O11 P ,sc_nuc_1
739.5349,898268.8,0.43,739.5366,-1.68,5.5,C42 H75 O10 ,sc_nuc_1
739.6659,156311.3,0.07,739.6695,-3.68,2,C45 H89 O6 N ,sc_nuc_1
740.5011,307680.7,0.15,740.5021,-1.02,15,C48 H68 O6 ,sc_nuc_1
740.5245,1564891,0.74,740.5236,0.89,5.5,C41 H75 O8 N P ,sc_nuc_1
740.5382,326153.4,0.15,740.5385,-0.34,14,C49 H72 O5 ,sc_nuc_1
741.528,708366.3,0.34,741.5287,-0.77,0.5,C38 H78 O11 P ,sc_nuc_1
742.3335,290116.9,0.14,742.3335,-0.04,10,C36 H55 O14 P ,sc_nuc_1
742.5402,5235422.5,2.48,742.5392,0.99,4.5,C41 H77 O8 N P ,sc_nuc_1
743.4878,884736.1,0.42,743.4869,0.98,5.5,C40 H72 O10 P ,sc_nuc_1
743.5435,2243699.8,1.06,743.5444,-0.85,-0.5,C38 H80 O11 P ,sc_nuc_1
744.4913,422434.2,0.2,744.4903,0.99,5.5,C39 H70 O12 N ,sc_nuc_1
744.5197,535992.2,0.25,744.5209,-1.18,13.5,C47 H70 O6 N ,sc_nuc_1
744.5559,5481361,2.6,744.5549,1.01,3.5,C41 H79 O8 N P ,sc_nuc_1
745.0497,238160.3,0.11,745.148,-98.36,27.5,C41 H30 O12 P ,sc_nuc_1
745.5035,5487107.5,2.6,745.5025,0.96,4.5,C40 H74 O10 P ,sc_nuc_1
745.559,2296191.5,1.09,745.5568,2.21,12,C48 H76 O3 N P ,sc_nuc_1
745.7814,193750.4,0.09,745.7443,37.12,2.5,C50 H97 O3 ,sc_nuc_1
746.5138,11477057,5.44,746.513,0.83,8.5,C43 H73 O7 N P ,sc_nuc_1
746.5352,230799.8,0.11,746.5341,1.03,3.5,C40 H77 O9 N P ,sc_nuc_1
746.562,490445,0.23,746.562,0.02,7,C45 H79 O6 P ,sc_nuc_1
747.0452,163826.2,0.08,747.1511,-105.9,27,C40 H30 O12 N P ,sc_nuc_1
747.5186,20066256,9.51,747.5182,0.46,3.5,C40 H76 O10 P ,sc_nuc_1
747.5668,5427561.5,2.57,747.5655,1.29,7,C44 H77 O8 N ,sc_nuc_1
748.4931,542076.9,0.26,748.4923,0.8,8.5,C42 H71 O8 N P ,sc_nuc_1
748.5294,47687228,22.6,748.5287,0.77,7.5,C43 H75 O7 N P ,sc_nuc_1
748.5506,311023.1,0.15,748.5498,0.83,2.5,C40 H79 O9 N P ,sc_nuc_1
748.5693,2259553,1.07,748.5706,-1.32,2,C41 H80 O11 ,sc_nuc_1
749.0612,230646.2,0.11,749.143,-81.72,26.5,C40 H30 O13 P ,sc_nuc_1
749.4968,178372.9,0.08,749.4974,-0.62,3.5,C39 H74 O11 P ,sc_nuc_1
749.533,22537940,10.68,749.5338,-0.84,2.5,C40 H78 O10 P ,sc_nuc_1
749.5658,682214.2,0.32,749.5659,-0.06,2,C40 H79 O11 N ,sc_nuc_1
749.5815,365733.3,0.17,749.5811,0.39,6,C44 H79 O8 N ,sc_nuc_1
750.509,4451922,2.11,750.5079,1.05,7.5,C42 H73 O8 N P ,sc_nuc_1
750.545,37977548,18,750.5443,0.69,6.5,C43 H77 O7 N P ,sc_nuc_1
750.5659,259127.8,0.12,750.5654,0.44,1.5,C40 H81 O9 N P ,sc_nuc_1
751.5122,1821988.3,0.86,751.5131,-0.86,2.5,C39 H76 O11 P ,sc_nuc_1
751.5298,157538.5,0.07,751.5307,-0.88,15.5,C50 H71 O5 ,sc_nuc_1
751.5485,17333436,8.21,751.5495,-0.94,1.5,C40 H80 O10 P ,sc_nuc_1
752.5091,710386.7,0.34,752.5083,0.75,2.5,C38 H75 O11 N P ,sc_nuc_1
752.5243,3037256.5,1.44,752.5236,0.77,6.5,C42 H75 O8 N P ,sc_nuc_1
752.5367,196651.7,0.09,752.5362,0.54,6,C43 H77 O8 P ,sc_nuc_1
752.5606,8181995,3.88,752.56,0.68,5.5,C43 H79 O7 N P ,sc_nuc_1
753.5124,226068.4,0.11,753.5126,-0.27,20,C52 H67 O3 N ,sc_nuc_1
753.5276,1389029,0.66,753.5287,-1.09,1.5,C39 H78 O11 P ,sc_nuc_1
753.5641,3560273,1.69,753.5651,-0.99,0.5,C40 H82 O10 P ,sc_nuc_1
754.5168,165281.6,0.08,754.5178,-0.97,15,C49 H70 O6 ,sc_nuc_1
754.5401,1048022,0.5,754.5392,0.84,5.5,C42 H77 O8 N P ,sc_nuc_1
754.5687,742110.6,0.35,754.5686,0.08,0.5,C39 H80 O12 N ,sc_nuc_1
754.5762,1183120,0.56,754.5756,0.56,4.5,C43 H81 O7 N P ,sc_nuc_1
755.5434,590689.6,0.28,755.5444,-1.01,0.5,C39 H80 O11 P ,sc_nuc_1
755.5797,492300.8,0.23,755.5808,-1.11,-0.5,C40 H84 O10 P ,sc_nuc_1
756.5556,538391.6,0.26,756.5549,0.77,4.5,C42 H79 O8 N P ,sc_nuc_1
756.5921,511350.3,0.24,756.5913,0.81,3.5,C43 H83 O7 N P ,sc_nuc_1
757.559,175900.5,0.08,757.56,-0.98,-0.5,C39 H82 O11 P ,sc_nuc_1
758.4986,410920.3,0.19,758.4978,0.86,5.5,C40 H73 O10 N P ,sc_nuc_1
758.5712,279283.4,0.13,758.5705,0.69,3.5,C42 H81 O8 N P ,sc_nuc_1
759.5191,567866.7,0.27,759.5182,0.89,4.5,C41 H76 O10 P ,sc_nuc_1
760.5143,5843679,2.77,760.5134,0.94,4.5,C40 H75 O10 N P ,sc_nuc_1
760.5293,981855.3,0.47,760.5287,0.69,8.5,C44 H75 O7 N P ,sc_nuc_1
760.5509,375883.3,0.18,760.5498,1.1,3.5,C41 H79 O9 N P ,sc_nuc_1
761.5176,2409138,1.14,761.5186,-0.91,-0.5,C37 H78 O13 P ,sc_nuc_1
761.5339,933473.4,0.44,761.5338,0.08,3.5,C41 H78 O10 P ,sc_nuc_1
761.5824,419017.9,0.2,761.5811,1.3,7,C45 H79 O8 N ,sc_nuc_1
762.5089,2932357.8,1.39,762.5079,0.93,8.5,C43 H73 O8 N P ,sc_nuc_1
762.5214,370917.3,0.18,762.5205,0.92,8,C44 H75 O8 P ,sc_nuc_1
762.5305,338841.8,0.16,762.5314,-0.92,12.5,C47 H72 O7 N ,sc_nuc_1
762.5449,1076384.5,0.51,762.5443,0.61,7.5,C44 H77 O7 N P ,sc_nuc_1
762.5665,807819.7,0.38,762.5654,1.04,2.5,C41 H81 O9 N P ,sc_nuc_1
763.0402,202897,0.1,763.146,-105.79,27,C40 H30 O13 N P ,sc_nuc_1
763.5122,1130873.4,0.54,763.5131,-0.83,3.5,C40 H76 O11 P ,sc_nuc_1
763.5483,499992.5,0.24,763.5495,-1.19,2.5,C41 H80 O10 P ,sc_nuc_1
763.5624,506691,0.24,763.5604,2.04,7,C44 H77 O9 N ,sc_nuc_1
764.5016,347085.3,0.16,764.5021,-0.54,17,C50 H68 O6 ,sc_nuc_1
764.5245,9361495,4.44,764.5236,0.93,7.5,C43 H75 O8 N P ,sc_nuc_1
764.5458,435625.9,0.21,764.5447,1.1,2.5,C40 H79 O10 N P ,sc_nuc_1
764.5608,416125.6,0.2,764.56,0.86,6.5,C44 H79 O7 N P ,sc_nuc_1
765.0359,179997.7,0.09,765.1379,-101.98,26.5,C40 H30 O14 P ,sc_nuc_1
765.5279,4347236.5,2.06,765.5287,-0.87,2.5,C40 H78 O11 P ,sc_nuc_1
765.5701,464406.2,0.22,765.5702,-0.1,15,C51 H75 O4 N ,sc_nuc_1
766.5034,430812,0.2,766.5028,0.6,7.5,C42 H73 O9 N P ,sc_nuc_1
766.5175,2663982.3,1.26,766.5178,-0.25,16,C50 H70 O6 ,sc_nuc_1
766.54,33069896,15.67,766.5392,0.81,6.5,C43 H77 O8 N P ,sc_nuc_1
767.0514,376438.1,0.18,767.1409,-89.58,26,C39 H30 O14 N P ,sc_nuc_1
767.4877,527687.1,0.25,767.4869,0.82,7.5,C42 H72 O10 P ,sc_nuc_1
767.507,179961.7,0.09,767.508,-1,2.5,C39 H76 O12 P ,sc_nuc_1
767.5206,1102371.8,0.52,767.5189,1.73,7,C42 H73 O11 N ,sc_nuc_1
767.5435,15067199,7.14,767.5444,-0.89,1.5,C40 H80 O11 P ,sc_nuc_1
768.4906,181065.2,0.09,768.4903,0.21,7.5,C41 H70 O12 N ,sc_nuc_1
768.5136,695445.3,0.33,768.5126,0.98,15.5,C49 H71 O4 N P ,sc_nuc_1
768.5325,1615535.6,0.77,768.5334,-0.94,15,C50 H72 O6 ,sc_nuc_1
768.5554,7013383,3.32,768.5549,0.56,5.5,C43 H79 O8 N P ,sc_nuc_1
769.452,848342.6,0.4,769.4509,1.15,3.5,C37 H70 O14 P ,sc_nuc_1
769.5035,1309306.1,0.62,769.5025,0.99,6.5,C42 H74 O10 P ,sc_nuc_1
769.5168,190107.3,0.09,769.5178,-0.92,10.5,C46 H74 O7 P ,sc_nuc_1
769.5358,760096,0.36,769.5346,1.22,6,C42 H75 O11 N ,sc_nuc_1
769.559,3148654,1.49,769.56,-1.07,0.5,C40 H82 O11 P ,sc_nuc_1
770.3646,466613.3,0.22,770.3648,-0.23,10,C38 H59 O14 P ,sc_nuc_1
770.4551,227102.9,0.11,770.4552,-0.11,21,C51 H62 O6 ,sc_nuc_1
770.5067,620162,0.29,770.506,0.66,6.5,C41 H72 O12 N ,sc_nuc_1
770.5353,736955.1,0.35,770.5341,1.12,5.5,C42 H77 O9 N P ,sc_nuc_1
770.5712,995129.5,0.47,770.5705,0.69,4.5,C43 H81 O8 N P ,sc_nuc_1
771.519,3394882,1.61,771.5182,0.87,5.5,C42 H76 O10 P ,sc_nuc_1
771.5386,281426.1,0.13,771.5393,-0.67,0.5,C39 H80 O12 P ,sc_nuc_1
771.5746,450851.9,0.21,771.5757,-1.03,-0.5,C40 H84 O11 P ,sc_nuc_1
772.5294,5114855.5,2.42,772.5287,0.73,9.5,C45 H75 O7 N P ,sc_nuc_1
772.5507,1059834,0.5,772.5498,0.9,4.5,C42 H79 O9 N P ,sc_nuc_1
772.587,767686.1,0.36,772.5862,0.83,3.5,C43 H83 O8 N P ,sc_nuc_1
773.5344,12371535,5.86,773.5338,0.57,4.5,C42 H78 O10 P ,sc_nuc_1
773.5526,452583.1,0.21,773.5517,0.87,13,C49 H76 O4 N P ,sc_nuc_1
773.59,315405.6,0.15,773.5881,1.9,12,C50 H80 O3 N P ,sc_nuc_1
774.5086,1054731.3,0.5,774.5079,0.72,9.5,C44 H73 O8 N P ,sc_nuc_1
774.5443,7526647,3.57,774.5443,-0.01,8.5,C45 H77 O7 N P ,sc_nuc_1
774.5665,403173.3,0.19,774.5654,1.11,3.5,C42 H81 O9 N P ,sc_nuc_1
775.5119,473579.2,0.22,775.5131,-1.22,4.5,C41 H76 O11 P ,sc_nuc_1
775.5492,5453521.5,2.58,775.5495,-0.27,3.5,C42 H80 O10 P ,sc_nuc_1
775.5981,931103.4,0.44,775.5968,1.32,7,C46 H81 O8 N ,sc_nuc_1
776.5244,4902571,2.32,776.5236,0.85,8.5,C44 H75 O8 N P ,sc_nuc_1
776.5459,5010395,2.37,776.5447,1.16,3.5,C41 H79 O10 N P ,sc_nuc_1
776.5605,6381309,3.02,776.56,0.57,7.5,C45 H79 O7 N P ,sc_nuc_1
776.5821,518429.2,0.25,776.5811,1.01,2.5,C42 H83 O9 N P ,sc_nuc_1
776.5959,348707.9,0.17,776.596,-0.11,11,C50 H80 O6 ,sc_nuc_1
777.0558,216420.7,0.1,777.1379,-82.1,27.5,C41 H30 O14 P ,sc_nuc_1
777.5278,2541534.3,1.2,777.5287,-0.9,3.5,C41 H78 O11 P ,sc_nuc_1
777.5436,2095106.5,0.99,777.544,-0.38,7.5,C45 H78 O8 P ,sc_nuc_1
777.5474,2167699.8,1.03,777.5467,0.76,12,C48 H76 O5 N P ,sc_nuc_1
777.564,3061860.8,1.45,777.5651,-1.09,2.5,C42 H82 O10 P ,sc_nuc_1
777.5772,1708142.1,0.81,777.576,1.19,7,C45 H79 O9 N ,sc_nuc_1
778.5398,5864543,2.78,778.5392,0.6,7.5,C44 H77 O8 N P ,sc_nuc_1
778.5504,630552.1,0.3,778.5518,-1.43,7,C45 H79 O8 P ,sc_nuc_1
778.5612,3071083.3,1.46,778.5604,0.81,2.5,C41 H81 O10 N P ,sc_nuc_1
778.576,4176289,1.98,778.5756,0.34,6.5,C45 H81 O7 N P ,sc_nuc_1
779.0718,262119.7,0.12,779.1409,-69.16,27,C40 H30 O14 N P ,sc_nuc_1
779.5433,2937643.5,1.39,779.5444,-1.04,2.5,C41 H80 O11 P ,sc_nuc_1
779.5575,1577783.8,0.75,779.5553,2.16,7,C44 H77 O10 N ,sc_nuc_1
779.5794,1945973,0.92,779.5808,-1.33,1.5,C42 H84 O10 P ,sc_nuc_1
780.3929,267339.8,0.13,780.3949,-2.01,24,C51 H57 O5 P ,sc_nuc_1
780.5194,339134.3,0.16,780.5185,0.86,7.5,C43 H75 O9 N P ,sc_nuc_1
780.5345,266162.1,0.13,780.5337,0.75,11.5,C47 H75 O6 N P ,sc_nuc_1
780.555,2278606.8,1.08,780.5549,0.15,6.5,C44 H79 O8 N P ,sc_nuc_1
780.5666,483471.6,0.23,780.5675,-0.83,6,C45 H81 O8 P ,sc_nuc_1
780.592,1921742.3,0.91,780.5913,0.71,5.5,C45 H83 O7 N P ,sc_nuc_1
781.5226,181780,0.09,781.5236,-1.04,2.5,C40 H78 O12 P ,sc_nuc_1
781.5589,1242956.4,0.59,781.56,-1.15,1.5,C41 H82 O11 P ,sc_nuc_1
781.5953,837087.7,0.4,781.5964,-1.11,0.5,C42 H86 O10 P ,sc_nuc_1
782.5348,412551.4,0.2,782.5341,0.67,6.5,C43 H77 O9 N P ,sc_nuc_1
782.5714,674762.8,0.32,782.5705,0.86,5.5,C44 H81 O8 N P ,sc_nuc_1
782.6075,593331.7,0.28,782.6069,0.59,4.5,C45 H85 O7 N P ,sc_nuc_1
782.6522,331920.4,0.16,782.6515,0.66,3.5,C46 H88 O8 N ,sc_nuc_1
783.0263,171088.3,0.08,783.1511,-124.82,30,C43 H30 O12 N P ,sc_nuc_1
783.519,181641.2,0.09,783.5182,0.87,6.5,C43 H76 O10 P ,sc_nuc_1
783.5749,266652.7,0.13,783.5757,-0.74,0.5,C41 H84 O11 P ,sc_nuc_1
783.611,249355.4,0.12,783.6121,-1.07,-0.5,C42 H88 O10 P ,sc_nuc_1
784.5143,927135,0.44,784.5134,0.92,6.5,C42 H75 O10 N P ,sc_nuc_1
785.0421,256001.7,0.12,785.143,-100.85,29.5,C43 H30 O13 P ,sc_nuc_1
785.5173,324468.9,0.15,785.5186,-1.2,1.5,C39 H78 O13 P ,sc_nuc_1
786.53,5706042.5,2.7,786.5291,0.9,5.5,C42 H77 O10 N P ,sc_nuc_1
786.5663,187030.4,0.09,786.5654,0.89,4.5,C43 H81 O9 N P ,sc_nuc_1
787.5333,2543444,1.21,787.5342,-0.9,0.5,C39 H80 O13 P ,sc_nuc_1
787.8281,214113.7,0.1,787.7913,36.81,2.5,C53 H103 O3 ,sc_nuc_1
788.5245,1424749.5,0.68,788.5236,0.92,9.5,C45 H75 O8 N P ,sc_nuc_1
788.5456,16679712,7.9,788.5447,0.89,4.5,C42 H79 O10 N P ,sc_nuc_1
788.5828,473588.9,0.22,788.5835,-0.68,12.5,C50 H78 O6 N ,sc_nuc_1
789.5279,658434.8,0.31,789.5287,-0.86,4.5,C42 H78 O11 P ,sc_nuc_1
789.5489,7796199.5,3.69,789.5499,-0.95,-0.5,C39 H82 O13 P ,sc_nuc_1
789.5776,461155.3,0.22,789.576,1.57,8,C46 H79 O9 N ,sc_nuc_1
790.5041,223276.7,0.11,790.5052,-1.1,18.5,C51 H68 O6 N ,sc_nuc_1
790.5401,5709410,2.71,790.5392,0.88,8.5,C45 H77 O8 N P ,sc_nuc_1
790.5524,1467967.3,0.7,790.5518,0.62,8,C46 H79 O8 P ,sc_nuc_1
790.5978,868053.2,0.41,790.5967,1.01,2.5,C43 H85 O9 N P ,sc_nuc_1
790.7302,419557.3,0.2,790.7294,0.78,3.5,C50 H96 O5 N ,sc_nuc_1
791.4877,1219079.3,0.58,791.4869,0.84,9.5,C44 H72 O10 P ,sc_nuc_1
791.5435,2628033.5,1.25,791.5444,-0.86,3.5,C42 H80 O11 P ,sc_nuc_1
791.557,467133.4,0.22,791.5553,1.72,8,C45 H77 O10 N ,sc_nuc_1
791.593,3083149.3,1.46,791.5917,1.27,7,C46 H81 O9 N ,sc_nuc_1
792.4911,540953.3,0.26,792.4903,0.72,9.5,C43 H70 O12 N ,sc_nuc_1
792.5194,1377117.9,0.65,792.5185,0.91,8.5,C44 H75 O9 N P ,sc_nuc_1
792.5325,1622791.8,0.77,792.5334,-0.93,17,C52 H72 O6 ,sc_nuc_1
792.5556,7355871.5,3.49,792.5549,0.75,7.5,C45 H79 O8 N P ,sc_nuc_1
792.5768,495416,0.23,792.576,0.79,2.5,C42 H83 O10 N P ,sc_nuc_1
792.5963,1237099.4,0.59,792.5968,-0.51,2,C43 H84 O12 ,sc_nuc_1
792.746,1017735.4,0.48,792.745,0.93,2.5,C50 H98 O5 N ,sc_nuc_1
793.5034,1839134.4,0.87,793.5025,0.85,8.5,C44 H74 O10 P ,sc_nuc_1
793.5229,638570.9,0.3,793.5236,-0.75,3.5,C41 H78 O12 P ,sc_nuc_1
